cell,truth,T,sigma,rep,module,rmse_h1,rmse_h5,persist_h1,persist_h5,retained
D6_timevarying_r,,33,33.8,12,M1_autonomous_Schaefer,36.88403667421866,36.81664339863684,41.847415767745574,52.092930530813,True
D6_timevarying_r,,33,33.8,12,M1b_autonomous_Allee,47.12709933875276,93.8678931885209,41.847415767745574,52.092930530813,False
D6_timevarying_r,,33,33.8,12,M2_stockflow_regimeC,83.67226808212027,108.62920958281853,41.847415767745574,52.092930530813,False
D6_timevarying_r,,33,33.8,12,M3_AR_residual,52.35444918185409,100.67190437690192,41.847415767745574,52.092930530813,False
D6_timevarying_r,,33,33.8,12,M4_delayed_info,62.48344579269608,103.21011718113814,41.847415767745574,52.092930530813,False
D6_timevarying_r,,33,33.8,13,M1_autonomous_Schaefer,33.804286570230225,34.11767712868252,43.9461100207897,44.1332336198847,True
D6_timevarying_r,,33,33.8,13,M1b_autonomous_Allee,33.66583435039581,63.03411392862062,43.9461100207897,44.1332336198847,False
D6_timevarying_r,,33,33.8,13,M2_stockflow_regimeC,81.75023500704526,122.17755368326685,43.9461100207897,44.1332336198847,False
D6_timevarying_r,,33,33.8,13,M3_AR_residual,60.91431249004548,120.7743365917133,43.9461100207897,44.1332336198847,False
D6_timevarying_r,,33,33.8,13,M4_delayed_info,74.5087830469235,121.53485496376607,43.9461100207897,44.1332336198847,False
D6_timevarying_r,,33,33.8,14,M1_autonomous_Schaefer,46.912593889011575,40.675956005664666,47.33196705945677,61.55968245412947,False
D6_timevarying_r,,33,33.8,14,M1b_autonomous_Allee,51.62211730936889,93.79473762571645,47.33196705945677,61.55968245412947,False
D6_timevarying_r,,33,33.8,14,M2_stockflow_regimeC,85.6373574972566,85.06117644850646,47.33196705945677,61.55968245412947,False
D6_timevarying_r,,33,33.8,14,M3_AR_residual,53.430870369772855,82.59783507250093,47.33196705945677,61.55968245412947,False
D6_timevarying_r,,33,33.8,14,M4_delayed_info,56.61777112841574,83.00044644076695,47.33196705945677,61.55968245412947,False
D6_timevarying_r,,33,33.8,15,M1_autonomous_Schaefer,43.68961337894421,51.73704406448199,36.5132976786189,67.5913132244066,False
D6_timevarying_r,,33,33.8,15,M1b_autonomous_Allee,35.61728403934946,80.48609163220019,36.5132976786189,67.5913132244066,False
D6_timevarying_r,,33,33.8,15,M2_stockflow_regimeC,90.54441954232142,136.23109257803134,36.5132976786189,67.5913132244066,False
D6_timevarying_r,,33,33.8,15,M3_AR_residual,66.08888594746404,132.24389093126675,36.5132976786189,67.5913132244066,False
D6_timevarying_r,,33,33.8,15,M4_delayed_info,83.73360542801149,134.45199801136786,36.5132976786189,67.5913132244066,False
D6_timevarying_r,,33,33.8,16,M1_autonomous_Schaefer,34.84291225949436,30.084703111874855,50.01528224736837,57.70405745504334,True
D6_timevarying_r,,33,33.8,16,M1b_autonomous_Allee,42.41215504489355,53.79661875348724,50.01528224736837,57.70405745504334,False
D6_timevarying_r,,33,33.8,16,M2_stockflow_regimeC,86.35800305937228,79.96330291812649,50.01528224736837,57.70405745504334,False
D6_timevarying_r,,33,33.8,16,M3_AR_residual,60.886079888782454,76.78133369272354,50.01528224736837,57.70405745504334,False
D6_timevarying_r,,33,33.8,16,M4_delayed_info,56.57285570939738,76.24197103630826,50.01528224736837,57.70405745504334,False
D6_timevarying_r,,33,33.8,17,M1_autonomous_Schaefer,40.16684095541051,37.5157773201305,47.09913486972575,44.68207710975829,True
D6_timevarying_r,,33,33.8,17,M1b_autonomous_Allee,39.81382955509703,59.18646934502116,47.09913486972575,44.68207710975829,False
D6_timevarying_r,,33,33.8,17,M2_stockflow_regimeC,84.82662267849545,74.33332506562806,47.09913486972575,44.68207710975829,False
D6_timevarying_r,,33,33.8,17,M3_AR_residual,59.37270727496252,72.42140610364133,47.09913486972575,44.68207710975829,False
D6_timevarying_r,,33,33.8,17,M4_delayed_info,50.45353408385964,67.7707705365637,47.09913486972575,44.68207710975829,False
D6_timevarying_r,,33,33.8,18,M1_autonomous_Schaefer,38.122817186753544,36.05480842441154,38.60079587886493,57.981978641265464,False
D6_timevarying_r,,33,33.8,18,M1b_autonomous_Allee,38.929214554218255,58.34930214463767,38.60079587886493,57.981978641265464,False
D6_timevarying_r,,33,33.8,18,M2_stockflow_regimeC,88.43822645125638,98.67288997878235,38.60079587886493,57.981978641265464,False
D6_timevarying_r,,33,33.8,18,M3_AR_residual,48.69323621145371,86.9258923280652,38.60079587886493,57.981978641265464,False
D6_timevarying_r,,33,33.8,18,M4_delayed_info,52.04982987525301,88.9127353817517,38.60079587886493,57.981978641265464,False
D6_timevarying_r,,33,33.8,19,M1_autonomous_Schaefer,31.857503404873754,37.310103396185774,28.827314902065673,40.8480556446255,False
D6_timevarying_r,,33,33.8,19,M1b_autonomous_Allee,27.28343254867805,42.437651947406295,28.827314902065673,40.8480556446255,False
D6_timevarying_r,,33,33.8,19,M2_stockflow_regimeC,85.79646474246395,232.78406644764576,28.827314902065673,40.8480556446255,False
D6_timevarying_r,,33,33.8,19,M3_AR_residual,57.159279308780796,203.22840667299064,28.827314902065673,40.8480556446255,False
D6_timevarying_r,,33,33.8,19,M4_delayed_info,79.9775916395494,239.9764968897167,28.827314902065673,40.8480556446255,False
D6_timevarying_r,,33,33.8,20,M1_autonomous_Schaefer,33.067676590450205,34.156972200010564,51.123424822138055,35.96556497145938,True
D6_timevarying_r,,33,33.8,20,M1b_autonomous_Allee,44.80300047214625,40.86468666891561,51.123424822138055,35.96556497145938,False
D6_timevarying_r,,33,33.8,20,M2_stockflow_regimeC,71.1639793718698,64.67936800284657,51.123424822138055,35.96556497145938,False
D6_timevarying_r,,33,33.8,20,M3_AR_residual,51.807634266751656,61.061642708431506,51.123424822138055,35.96556497145938,False
D6_timevarying_r,,33,33.8,20,M4_delayed_info,45.55899731285387,59.34881407111716,51.123424822138055,35.96556497145938,False
D6_timevarying_r,,33,33.8,21,M1_autonomous_Schaefer,30.198859253388648,30.161433265228162,29.57609403768939,37.33332625041242,False
D6_timevarying_r,,33,33.8,21,M1b_autonomous_Allee,28.506752325863534,37.78359180945751,29.57609403768939,37.33332625041242,False
D6_timevarying_r,,33,33.8,21,M2_stockflow_regimeC,75.41454626182106,66.37906509423134,29.57609403768939,37.33332625041242,False
D6_timevarying_r,,33,33.8,21,M3_AR_residual,38.28725695905653,57.87169255769741,29.57609403768939,37.33332625041242,False
D6_timevarying_r,,33,33.8,21,M4_delayed_info,37.832836768592784,57.90553759765732,29.57609403768939,37.33332625041242,False
D6_timevarying_r,,33,33.8,22,M1_autonomous_Schaefer,29.5547994614364,28.554524320940008,37.528766727794455,42.69009142784519,True
D6_timevarying_r,,33,33.8,22,M1b_autonomous_Allee,30.354355851596836,28.68343350439784,37.528766727794455,42.69009142784519,False
D6_timevarying_r,,33,33.8,22,M2_stockflow_regimeC,86.40857144686206,87.64526995323597,37.528766727794455,42.69009142784519,False
D6_timevarying_r,,33,33.8,22,M3_AR_residual,49.575998962458044,82.87236992285098,37.528766727794455,42.69009142784519,False
D6_timevarying_r,,33,33.8,22,M4_delayed_info,54.009537431378,84.05740812667463,37.528766727794455,42.69009142784519,False
D6_timevarying_r,,33,33.8,23,M1_autonomous_Schaefer,39.301857673264244,33.599314702236505,46.59982912167315,55.04638496391168,True
D6_timevarying_r,,33,33.8,23,M1b_autonomous_Allee,40.6105348866783,79.47139191242758,46.59982912167315,55.04638496391168,False
D6_timevarying_r,,33,33.8,23,M2_stockflow_regimeC,89.55898722360196,136.47693489009458,46.59982912167315,55.04638496391168,False
D6_timevarying_r,,33,33.8,23,M3_AR_residual,69.1744629380879,135.21367651847376,46.59982912167315,55.04638496391168,False
D6_timevarying_r,,33,33.8,23,M4_delayed_info,88.91427763010638,136.08721558706372,46.59982912167315,55.04638496391168,False
D6_timevarying_r,,33,33.8,24,M1_autonomous_Schaefer,34.85903989730404,31.464409512961133,46.636263851841726,45.54369453891551,True
D6_timevarying_r,,33,33.8,24,M1b_autonomous_Allee,36.02781869270544,34.88315969844492,46.636263851841726,45.54369453891551,False
D6_timevarying_r,,33,33.8,24,M2_stockflow_regimeC,84.82414784418899,85.8614088061278,46.636263851841726,45.54369453891551,False
D6_timevarying_r,,33,33.8,24,M3_AR_residual,57.314072086910095,79.44018014605356,46.636263851841726,45.54369453891551,False
D6_timevarying_r,,33,33.8,24,M4_delayed_info,56.85243716085939,80.27136499704743,46.636263851841726,45.54369453891551,False
D6_timevarying_r,,33,33.8,25,M1_autonomous_Schaefer,33.74096310216813,34.507086456600106,34.793183318680796,49.369434314055546,False
D6_timevarying_r,,33,33.8,25,M1b_autonomous_Allee,34.0702784729542,70.19777346471552,34.793183318680796,49.369434314055546,False
D6_timevarying_r,,33,33.8,25,M2_stockflow_regimeC,88.97140998001669,110.27840282925649,34.793183318680796,49.369434314055546,False
D6_timevarying_r,,33,33.8,25,M3_AR_residual,48.68869867977188,99.96374539454088,34.793183318680796,49.369434314055546,False
D6_timevarying_r,,33,33.8,25,M4_delayed_info,62.28757718673758,103.08055435837312,34.793183318680796,49.369434314055546,False
D6_timevarying_r,,33,33.8,26,M1_autonomous_Schaefer,40.21080868144466,39.553431576649615,51.82993435448425,48.042584920446316,True
D6_timevarying_r,,33,33.8,26,M1b_autonomous_Allee,38.33286738136379,53.3294994261224,51.82993435448425,48.042584920446316,False
D6_timevarying_r,,33,33.8,26,M2_stockflow_regimeC,86.33087269044249,86.64899202410079,51.82993435448425,48.042584920446316,False
D6_timevarying_r,,33,33.8,26,M3_AR_residual,56.84966706257885,81.29053650282218,51.82993435448425,48.042584920446316,False
D6_timevarying_r,,33,33.8,26,M4_delayed_info,59.56842611524192,82.26006752184811,51.82993435448425,48.042584920446316,False
D6_timevarying_r,,33,33.8,27,M1_autonomous_Schaefer,34.57864729649933,36.47053681852191,40.68555096267975,48.598966405924614,True
D6_timevarying_r,,33,33.8,27,M1b_autonomous_Allee,34.28735609286443,42.504021358566625,40.68555096267975,48.598966405924614,False
D6_timevarying_r,,33,33.8,27,M2_stockflow_regimeC,79.55723495390879,88.58096565130857,40.68555096267975,48.598966405924614,False
D6_timevarying_r,,33,33.8,27,M3_AR_residual,57.539677639441905,83.68413132980504,40.68555096267975,48.598966405924614,False
D6_timevarying_r,,33,33.8,27,M4_delayed_info,56.03033738135555,84.74645482820164,40.68555096267975,48.598966405924614,False
D6_timevarying_r,,33,33.8,28,M1_autonomous_Schaefer,44.12659718130297,43.18283235598868,45.67925707921292,60.033466922524966,False
D6_timevarying_r,,33,33.8,28,M1b_autonomous_Allee,43.0238790897142,56.010880519907886,45.67925707921292,60.033466922524966,False
D6_timevarying_r,,33,33.8,28,M2_stockflow_regimeC,93.15606196352957,108.53718610523674,45.67925707921292,60.033466922524966,False
D6_timevarying_r,,33,33.8,28,M3_AR_residual,61.29725879061344,106.9554642584293,45.67925707921292,60.033466922524966,False
D6_timevarying_r,,33,33.8,28,M4_delayed_info,70.84951945819053,107.8282098335444,45.67925707921292,60.033466922524966,False
D6_timevarying_r,,33,33.8,29,M1_autonomous_Schaefer,31.941704090006024,30.764061841973948,40.749868791847284,41.66897601151397,True
D6_timevarying_r,,33,33.8,29,M1b_autonomous_Allee,32.567671025045904,33.115491978140774,40.749868791847284,41.66897601151397,False
D6_timevarying_r,,33,33.8,29,M2_stockflow_regimeC,83.85299251419657,79.14271088336339,40.749868791847284,41.66897601151397,False
D6_timevarying_r,,33,33.8,29,M3_AR_residual,44.97769052976055,72.52803765707606,40.749868791847284,41.66897601151397,False
D6_timevarying_r,,33,33.8,29,M4_delayed_info,45.78728265693968,72.73898676130447,40.749868791847284,41.66897601151397,False
D7_obs_error,,33,11.8,0,M1_autonomous_Schaefer,12.60964014279388,11.007803748724422,15.21447549475477,16.171017131202532,True
D7_obs_error,,33,11.8,0,M1b_autonomous_Allee,19.96282946635919,85.36916605278822,15.21447549475477,16.171017131202532,False
D7_obs_error,,33,11.8,0,M2_stockflow_regimeC,12.60964014279388,11.007803748724422,15.21447549475477,16.171017131202532,False
D7_obs_error,,33,11.8,0,M3_AR_residual,12.46752543908911,11.00690979447732,15.21447549475477,16.171017131202532,False
D7_obs_error,,33,11.8,0,M4_delayed_info,12.313566117247406,10.958783322097739,15.21447549475477,16.171017131202532,False
D7_obs_error,,33,11.8,1,M1_autonomous_Schaefer,13.570345500436032,13.342085817697113,16.72594346026038,18.350344850430016,True
D7_obs_error,,33,11.8,1,M1b_autonomous_Allee,18.334594708525344,62.390829224810986,16.72594346026038,18.350344850430016,False
D7_obs_error,,33,11.8,1,M2_stockflow_regimeC,13.570345500436032,13.342085817697113,16.72594346026038,18.350344850430016,False
D7_obs_error,,33,11.8,1,M3_AR_residual,11.666099111328304,13.14876589376159,16.72594346026038,18.350344850430016,False
D7_obs_error,,33,11.8,1,M4_delayed_info,11.548015167571554,13.270164581009478,16.72594346026038,18.350344850430016,False
D7_obs_error,,33,11.8,2,M1_autonomous_Schaefer,13.230292558961324,14.255130773956875,15.619791755165219,16.715748433692678,True
D7_obs_error,,33,11.8,2,M1b_autonomous_Allee,16.03270824197529,65.1219224852131,15.619791755165219,16.715748433692678,False
D7_obs_error,,33,11.8,2,M2_stockflow_regimeC,13.230292558961324,14.255130773956875,15.619791755165219,16.715748433692678,False
D7_obs_error,,33,11.8,2,M3_AR_residual,13.352209505949693,14.263169258740955,15.619791755165219,16.715748433692678,False
D7_obs_error,,33,11.8,2,M4_delayed_info,13.610114518009828,14.290999750082225,15.619791755165219,16.715748433692678,False
D7_obs_error,,33,11.8,3,M1_autonomous_Schaefer,12.961587770725385,11.824098135683714,16.295723957128995,16.752178222111223,True
D7_obs_error,,33,11.8,3,M1b_autonomous_Allee,17.28473398414568,57.02183947706011,16.295723957128995,16.752178222111223,False
D7_obs_error,,33,11.8,3,M2_stockflow_regimeC,12.961587770725385,11.824098135683714,16.295723957128995,16.752178222111223,False
D7_obs_error,,33,11.8,3,M3_AR_residual,10.91684672950473,11.74999485368368,16.295723957128995,16.752178222111223,False
D7_obs_error,,33,11.8,3,M4_delayed_info,10.881035482260156,11.775995338141467,16.295723957128995,16.752178222111223,False
D7_obs_error,,33,11.8,4,M1_autonomous_Schaefer,11.910562648299319,13.02097017026268,13.521738500148992,18.130789801327758,True
D7_obs_error,,33,11.8,4,M1b_autonomous_Allee,16.143748330786096,78.5278395527727,13.521738500148992,18.130789801327758,False
D7_obs_error,,33,11.8,4,M2_stockflow_regimeC,11.910562648299319,13.02097017026268,13.521738500148992,18.130789801327758,False
D7_obs_error,,33,11.8,4,M3_AR_residual,12.14594226668743,13.021258371894259,13.521738500148992,18.130789801327758,False
D7_obs_error,,33,11.8,4,M4_delayed_info,13.361423471355511,12.97550048057597,13.521738500148992,18.130789801327758,False
D7_obs_error,,33,11.8,5,M1_autonomous_Schaefer,14.489538913175283,13.507327212933887,17.958674013075463,17.12277244683257,True
D7_obs_error,,33,11.8,5,M1b_autonomous_Allee,20.295671041392147,70.28373559374641,17.958674013075463,17.12277244683257,False
D7_obs_error,,33,11.8,5,M2_stockflow_regimeC,14.489538913175283,13.507327212933887,17.958674013075463,17.12277244683257,False
D7_obs_error,,33,11.8,5,M3_AR_residual,14.428615535074478,13.693745720508597,17.958674013075463,17.12277244683257,False
D7_obs_error,,33,11.8,5,M4_delayed_info,13.18395008860623,13.397086280312614,17.958674013075463,17.12277244683257,False
D7_obs_error,,33,11.8,6,M1_autonomous_Schaefer,11.909011098865179,9.819508179207583,14.417420752498955,15.493587535838007,True
D7_obs_error,,33,11.8,6,M1b_autonomous_Allee,18.08149558587699,80.1443492659985,14.417420752498955,15.493587535838007,False
D7_obs_error,,33,11.8,6,M2_stockflow_regimeC,11.909011098865179,9.819508179207583,14.417420752498955,15.493587535838007,False
D7_obs_error,,33,11.8,6,M3_AR_residual,11.621276413018103,9.7200816471506,14.417420752498955,15.493587535838007,False
D7_obs_error,,33,11.8,6,M4_delayed_info,11.424103661017716,9.639297285206347,14.417420752498955,15.493587535838007,False
D7_obs_error,,33,11.8,7,M1_autonomous_Schaefer,12.965146526134143,11.042954784581966,16.25094514076123,14.627997722545087,True
D7_obs_error,,33,11.8,7,M1b_autonomous_Allee,19.235180984683478,78.49674029270595,16.25094514076123,14.627997722545087,False
D7_obs_error,,33,11.8,7,M2_stockflow_regimeC,12.965146526134143,11.042954784581966,16.25094514076123,14.627997722545087,False
D7_obs_error,,33,11.8,7,M3_AR_residual,11.823416451152772,11.043626923634312,16.25094514076123,14.627997722545087,False
D7_obs_error,,33,11.8,7,M4_delayed_info,11.138860571341587,11.06320368387713,16.25094514076123,14.627997722545087,False
D7_obs_error,,33,11.8,8,M1_autonomous_Schaefer,9.899642179220061,9.518054295054636,11.281153789331926,12.590870167180078,True
D7_obs_error,,33,11.8,8,M1b_autonomous_Allee,14.133475982209873,81.84622886973625,11.281153789331926,12.590870167180078,False
D7_obs_error,,33,11.8,8,M2_stockflow_regimeC,9.899642179220061,9.518054295054636,11.281153789331926,12.590870167180078,False
D7_obs_error,,33,11.8,8,M3_AR_residual,9.918297937702217,9.347847358395525,11.281153789331926,12.590870167180078,False
D7_obs_error,,33,11.8,8,M4_delayed_info,9.652433282820159,9.605401465122023,11.281153789331926,12.590870167180078,False
D7_obs_error,,33,11.8,9,M1_autonomous_Schaefer,14.274849959011142,10.82930560749279,17.296599028184907,14.660317370135031,True
D7_obs_error,,33,11.8,9,M1b_autonomous_Allee,21.421151380873308,75.53627836004624,17.296599028184907,14.660317370135031,False
D7_obs_error,,33,11.8,9,M2_stockflow_regimeC,14.274849959011142,10.82930560749279,17.296599028184907,14.660317370135031,False
D7_obs_error,,33,11.8,9,M3_AR_residual,12.457108728983542,10.924473347363389,17.296599028184907,14.660317370135031,False
D7_obs_error,,33,11.8,9,M4_delayed_info,11.890722708498942,10.952287394715881,17.296599028184907,14.660317370135031,False
D7_obs_error,,33,11.8,10,M1_autonomous_Schaefer,12.96310511056725,10.520428362688833,16.273090923478343,15.342978568387448,True
D7_obs_error,,33,11.8,10,M1b_autonomous_Allee,20.32857320602082,74.04934914266752,16.273090923478343,15.342978568387448,False
D7_obs_error,,33,11.8,10,M2_stockflow_regimeC,12.96310511056725,10.520428362688833,16.273090923478343,15.342978568387448,False
D7_obs_error,,33,11.8,10,M3_AR_residual,11.5086172305275,10.44799755468268,16.273090923478343,15.342978568387448,False
D7_obs_error,,33,11.8,10,M4_delayed_info,11.185598035964864,10.44388069325941,16.273090923478343,15.342978568387448,False
D7_obs_error,,33,11.8,11,M1_autonomous_Schaefer,13.886536533551316,11.14104293927758,16.523952472052994,16.329771871530735,True
D7_obs_error,,33,11.8,11,M1b_autonomous_Allee,21.39779133446511,91.65684572759801,16.523952472052994,16.329771871530735,False
D7_obs_error,,33,11.8,11,M2_stockflow_regimeC,13.886536533551316,11.14104293927758,16.523952472052994,16.329771871530735,False
D7_obs_error,,33,11.8,11,M3_AR_residual,12.601321500816558,10.814229985962209,16.523952472052994,16.329771871530735,False
D7_obs_error,,33,11.8,11,M4_delayed_info,12.4734708917322,11.17892188950305,16.523952472052994,16.329771871530735,False
D7_obs_error,,33,11.8,12,M1_autonomous_Schaefer,14.381220696582886,11.582173781755568,17.745824028670626,17.582223385368117,True
D7_obs_error,,33,11.8,12,M1b_autonomous_Allee,21.830438511565383,68.17702723208161,17.745824028670626,17.582223385368117,False
D7_obs_error,,33,11.8,12,M2_stockflow_regimeC,14.381220696582886,11.582173781755568,17.745824028670626,17.582223385368117,False
D7_obs_error,,33,11.8,12,M3_AR_residual,13.576023422960683,11.630373610486883,17.745824028670626,17.582223385368117,False
D7_obs_error,,33,11.8,12,M4_delayed_info,13.290801242980828,11.577504754047482,17.745824028670626,17.582223385368117,False
D7_obs_error,,33,11.8,13,M1_autonomous_Schaefer,13.00510501274496,11.467846515416971,15.474117895820628,14.864099448224492,True
D7_obs_error,,33,11.8,13,M1b_autonomous_Allee,18.077036362758726,74.62290183843129,15.474117895820628,14.864099448224492,False
D7_obs_error,,33,11.8,13,M2_stockflow_regimeC,13.00510501274496,11.467846515416971,15.474117895820628,14.864099448224492,False
D7_obs_error,,33,11.8,13,M3_AR_residual,11.537996844802208,11.40265808078271,15.474117895820628,14.864099448224492,False
D7_obs_error,,33,11.8,13,M4_delayed_info,11.073835546181027,11.265499083474257,15.474117895820628,14.864099448224492,False
D7_obs_error,,33,11.8,14,M1_autonomous_Schaefer,14.47747275882399,11.234226312001743,17.155220481287717,16.35727917615081,True
D7_obs_error,,33,11.8,14,M1b_autonomous_Allee,20.122528112965206,67.85626041446316,17.155220481287717,16.35727917615081,False
D7_obs_error,,33,11.8,14,M2_stockflow_regimeC,14.47747275882399,11.234226312001743,17.155220481287717,16.35727917615081,False
D7_obs_error,,33,11.8,14,M3_AR_residual,13.448719969053233,11.304191390344352,17.155220481287717,16.35727917615081,False
D7_obs_error,,33,11.8,14,M4_delayed_info,13.043505463399486,11.13296653864963,17.155220481287717,16.35727917615081,False
D7_obs_error,,33,11.8,15,M1_autonomous_Schaefer,17.963866731246856,16.10214250795268,22.24702694578007,23.028891422669002,True
D7_obs_error,,33,11.8,15,M1b_autonomous_Allee,24.05995551533673,53.39443377068625,22.24702694578007,23.028891422669002,False
D7_obs_error,,33,11.8,15,M2_stockflow_regimeC,17.963866731246856,16.10214250795268,22.24702694578007,23.028891422669002,False
D7_obs_error,,33,11.8,15,M3_AR_residual,16.91134743661441,16.099775159045965,22.24702694578007,23.028891422669002,False
D7_obs_error,,33,11.8,15,M4_delayed_info,15.972623753299757,16.109826603726937,22.24702694578007,23.028891422669002,False
D7_obs_error,,33,11.8,16,M1_autonomous_Schaefer,14.90795749785718,17.33448182107236,15.218812313820434,18.628985107103876,False
D7_obs_error,,33,11.8,16,M1b_autonomous_Allee,15.933212329299549,46.51163597552912,15.218812313820434,18.628985107103876,False
D7_obs_error,,33,11.8,16,M2_stockflow_regimeC,14.90795749785718,17.33448182107236,15.218812313820434,18.628985107103876,False
D7_obs_error,,33,11.8,16,M3_AR_residual,15.620593309932625,17.334705227157805,15.218812313820434,18.628985107103876,False
D7_obs_error,,33,11.8,16,M4_delayed_info,16.405102491256986,17.34053656476284,15.218812313820434,18.628985107103876,False
D7_obs_error,,33,11.8,17,M1_autonomous_Schaefer,12.357019415435634,9.944682394369558,15.364859018023475,14.024078012079146,True
D7_obs_error,,33,11.8,17,M1b_autonomous_Allee,16.643582068291597,63.095522214435654,15.364859018023475,14.024078012079146,False
D7_obs_error,,33,11.8,17,M2_stockflow_regimeC,12.357019415435634,9.944682394369558,15.364859018023475,14.024078012079146,False
D7_obs_error,,33,11.8,17,M3_AR_residual,10.948710544670243,9.917142995755018,15.364859018023475,14.024078012079146,False
D7_obs_error,,33,11.8,17,M4_delayed_info,10.533047729995896,9.879108129248925,15.364859018023475,14.024078012079146,False
D7_obs_error,,33,11.8,18,M1_autonomous_Schaefer,11.264198069357501,12.234326342998605,13.153805317427231,15.547274324923634,True
D7_obs_error,,33,11.8,18,M1b_autonomous_Allee,16.668232787287447,69.29880693739355,13.153805317427231,15.547274324923634,False
D7_obs_error,,33,11.8,18,M2_stockflow_regimeC,11.264198069357501,12.234326342998605,13.153805317427231,15.547274324923634,False
D7_obs_error,,33,11.8,18,M3_AR_residual,10.419387475246198,11.889421438027346,13.153805317427231,15.547274324923634,False
D7_obs_error,,33,11.8,18,M4_delayed_info,11.200265291042694,13.160361898476927,13.153805317427231,15.547274324923634,False
D7_obs_error,,33,11.8,19,M1_autonomous_Schaefer,11.58246028141668,9.523081527106735,14.467302241241391,14.435106915517956,True
D7_obs_error,,33,11.8,19,M1b_autonomous_Allee,18.41144137467487,74.93990916432244,14.467302241241391,14.435106915517956,False
D7_obs_error,,33,11.8,19,M2_stockflow_regimeC,11.58246028141668,9.523081527106735,14.467302241241391,14.435106915517956,False
D7_obs_error,,33,11.8,19,M3_AR_residual,11.056756692017963,9.406327417954756,14.467302241241391,14.435106915517956,False
D7_obs_error,,33,11.8,19,M4_delayed_info,10.811045367301906,9.51398637810703,14.467302241241391,14.435106915517956,False
D7_obs_error,,33,11.8,20,M1_autonomous_Schaefer,13.555714524018125,14.46219492309032,15.497655423300708,18.557539190960334,True
D7_obs_error,,33,11.8,20,M1b_autonomous_Allee,18.925446410648085,74.26458906041749,15.497655423300708,18.557539190960334,False
D7_obs_error,,33,11.8,20,M2_stockflow_regimeC,13.555714524018125,14.46219492309032,15.497655423300708,18.557539190960334,False
D7_obs_error,,33,11.8,20,M3_AR_residual,13.852640843186162,14.445037107573794,15.497655423300708,18.557539190960334,False
D7_obs_error,,33,11.8,20,M4_delayed_info,14.080358866054706,14.293853527700936,15.497655423300708,18.557539190960334,False
D7_obs_error,,33,11.8,21,M1_autonomous_Schaefer,13.22925833445265,10.765243804408751,16.040706283975116,14.327178748108722,True
D7_obs_error,,33,11.8,21,M1b_autonomous_Allee,18.768871360398627,77.85786440016523,16.040706283975116,14.327178748108722,False
D7_obs_error,,33,11.8,21,M2_stockflow_regimeC,13.22925833445265,10.765243804408751,16.040706283975116,14.327178748108722,False
D7_obs_error,,33,11.8,21,M3_AR_residual,12.920454979650348,10.7732768700823,16.040706283975116,14.327178748108722,False
D7_obs_error,,33,11.8,21,M4_delayed_info,12.544516771013635,10.726172221011327,16.040706283975116,14.327178748108722,False
D7_obs_error,,33,11.8,22,M1_autonomous_Schaefer,17.088151837323355,13.842235384671264,19.03187113704984,17.34014772165158,True
D7_obs_error,,33,11.8,22,M1b_autonomous_Allee,21.027991407179965,65.8883372945355,19.03187113704984,17.34014772165158,False
D7_obs_error,,33,11.8,22,M2_stockflow_regimeC,17.088151837323355,13.842235384671264,19.03187113704984,17.34014772165158,False
D7_obs_error,,33,11.8,22,M3_AR_residual,15.695832694928447,13.60301144924562,19.03187113704984,17.34014772165158,False
D7_obs_error,,33,11.8,22,M4_delayed_info,15.167307349606222,13.684724737926583,19.03187113704984,17.34014772165158,False
D7_obs_error,,33,11.8,23,M1_autonomous_Schaefer,10.239521099428547,7.656467081246509,12.573444847855582,11.066502292762824,True
D7_obs_error,,33,11.8,23,M1b_autonomous_Allee,14.815272723860236,59.1260119051922,12.573444847855582,11.066502292762824,False
D7_obs_error,,33,11.8,23,M2_stockflow_regimeC,10.239521099428547,7.656467081246509,12.573444847855582,11.066502292762824,False
D7_obs_error,,33,11.8,23,M3_AR_residual,10.038974695168553,7.692684103637649,12.573444847855582,11.066502292762824,False
D7_obs_error,,33,11.8,23,M4_delayed_info,10.01890102831996,7.683704789595278,12.573444847855582,11.066502292762824,False
D7_obs_error,,33,11.8,24,M1_autonomous_Schaefer,13.16529744598293,14.461886105465403,15.871613963093917,22.006129334565337,True
D7_obs_error,,33,11.8,24,M1b_autonomous_Allee,16.241548233993242,59.972627734553946,15.871613963093917,22.006129334565337,False
D7_obs_error,,33,11.8,24,M2_stockflow_regimeC,13.16529744598293,14.461886105465403,15.871613963093917,22.006129334565337,False
D7_obs_error,,33,11.8,24,M3_AR_residual,12.830789346969445,14.331958361672674,15.871613963093917,22.006129334565337,False
D7_obs_error,,33,11.8,24,M4_delayed_info,12.694828425972435,14.322395916860243,15.871613963093917,22.006129334565337,False
D7_obs_error,,33,11.8,25,M1_autonomous_Schaefer,12.619037320219263,12.816818710011537,15.0574795538421,17.433846549159497,True
D7_obs_error,,33,11.8,25,M1b_autonomous_Allee,15.425723957216812,54.91146560883051,15.0574795538421,17.433846549159497,False
D7_obs_error,,33,11.8,25,M2_stockflow_regimeC,12.619037320219263,12.816818710011537,15.0574795538421,17.433846549159497,False
D7_obs_error,,33,11.8,25,M3_AR_residual,12.463746291179568,12.795932595947134,15.0574795538421,17.433846549159497,False
D7_obs_error,,33,11.8,25,M4_delayed_info,12.320424462466129,12.753248050773445,15.0574795538421,17.433846549159497,False
