dgp,truth,sigma,rep,module,rmse_h1,rmse_h5,persist_h1,persist_h5,retained
D1_M1_collapse,M1_autonomous_Schaefer,20.0,6,M2_stockflow_regimeC,16.239783632681124,14.1938853418207,29.77554382695672,20.280157267348383,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,6,M3_AR_residual,16.324061827693473,14.187874557116388,29.77554382695672,20.280157267348383,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,6,M4_delayed_info,16.99550179228992,14.128432748571933,29.77554382695672,20.280157267348383,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,7,M1_autonomous_Schaefer,22.32143075636051,20.675520985768546,32.944437428959425,31.2636784158876,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,7,M1b_autonomous_Allee,23.52224956804123,29.955608570791544,32.944437428959425,31.2636784158876,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,7,M2_stockflow_regimeC,22.32143075636051,20.675520985768546,32.944437428959425,31.2636784158876,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,7,M3_AR_residual,24.043244106435125,22.35186105857442,32.944437428959425,31.2636784158876,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,7,M4_delayed_info,22.414381236862496,20.360606135322026,32.944437428959425,31.2636784158876,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,8,M1_autonomous_Schaefer,21.62271690328752,23.879740862839686,38.861778590894865,35.73526718991732,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,8,M1b_autonomous_Allee,26.703740002399908,23.997993133397195,38.861778590894865,35.73526718991732,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,8,M2_stockflow_regimeC,21.62271690328752,23.879740862839686,38.861778590894865,35.73526718991732,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,8,M3_AR_residual,20.636100683108207,23.85823347605443,38.861778590894865,35.73526718991732,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,8,M4_delayed_info,23.883756432484766,23.99154702989267,38.861778590894865,35.73526718991732,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,9,M1_autonomous_Schaefer,15.869648276314972,17.557408805121778,26.44546695675055,23.085225469463058,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,9,M1b_autonomous_Allee,22.61179580761701,33.12622082368541,26.44546695675055,23.085225469463058,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,9,M2_stockflow_regimeC,15.869648276314972,17.557408805121778,26.44546695675055,23.085225469463058,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,9,M3_AR_residual,17.015339393620664,17.546032555614175,26.44546695675055,23.085225469463058,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,9,M4_delayed_info,16.69004154790538,17.585213246731794,26.44546695675055,23.085225469463058,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,10,M1_autonomous_Schaefer,16.6240570532562,16.32430172712071,24.622446570217555,22.76186695054952,True
D1_M1_collapse,M1_autonomous_Schaefer,20.0,10,M1b_autonomous_Allee,19.319837199349028,19.15664559730558,24.622446570217555,22.76186695054952,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,10,M2_stockflow_regimeC,16.6240570532562,16.32430172712071,24.622446570217555,22.76186695054952,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,10,M3_AR_residual,16.69135075282309,16.323685434564442,24.622446570217555,22.76186695054952,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,10,M4_delayed_info,16.639496588750056,16.326716077631286,24.622446570217555,22.76186695054952,False
D1_M1_collapse,M1_autonomous_Schaefer,20.0,11,M1_autonomous_Schaefer,24.06695725421943,26.47079917285301,38.218711507649,36.089672465097024,True
