K,period,mode,state,real,imag,real_lo_1ulp,real_hi_1ulp,imag_lo_1ulp,imag_hi_1ulp
80,370.93117783952863,-76,A,-2.3798091042662361e-12,1.9804872028065085e-12,-2.3798091042662365e-12,-2.3798091042662357e-12,1.9804872028065081e-12,1.9804872028065089e-12
80,370.93117783952863,-76,Z,2.120692031607091e-10,-3.0726360954803899e-10,2.1206920316070908e-10,2.1206920316070913e-10,-3.0726360954803904e-10,-3.0726360954803894e-10
80,370.93117783952863,-76,E,1.6903885096799299e-09,-1.4653006682415228e-09,1.6903885096799297e-09,1.6903885096799301e-09,-1.465300668241523e-09,-1.4653006682415226e-09
80,370.93117783952863,-75,N,2.281101498167816e-11,8.8504814286528415e-11,2.2811014981678157e-11,2.2811014981678164e-11,8.8504814286528403e-11,8.8504814286528428e-11
80,370.93117783952863,-75,A,3.6602057220172838e-12,-9.9707785161524422e-13,3.660205722017283e-12,3.6602057220172846e-12,-9.9707785161524443e-13,-9.9707785161524402e-13
80,370.93117783952863,-75,Z,-3.8860280980420551e-10,1.9599038032599387e-10,-3.8860280980420556e-10,-3.8860280980420546e-10,1.9599038032599384e-10,1.959903803259939e-10
80,370.93117783952863,-75,E,-2.5523328864486058e-09,7.6088084694120627e-10,-2.5523328864486062e-09,-2.5523328864486054e-09,7.6088084694120617e-10,7.6088084694120637e-10
80,370.93117783952863,-74,N,1.8686323709914276e-11,-1.0972812168892576e-10,1.8686323709914273e-11,1.8686323709914279e-11,-1.0972812168892577e-10,-1.0972812168892575e-10
80,370.93117783952863,-74,A,-4.6072359178268389e-12,-7.0105394919202668e-13,-4.6072359178268397e-12,-4.6072359178268381e-12,-7.0105394919202678e-13,-7.0105394919202658e-13
80,370.93117783952863,-74,Z,5.1446232781106869e-10,1.4422731157662496e-11,5.1446232781106859e-10,5.1446232781106879e-10,1.4422731157662494e-11,1.4422731157662497e-11
80,370.93117783952863,-74,E,3.1757442872803744e-09,4.0622529563763257e-10,3.175744287280374e-09,3.1757442872803748e-09,4.0622529563763252e-10,4.0622529563763262e-10
80,370.93117783952863,-73,N,-7.4882000531282464e-11,1.140734063455182e-10,-7.4882000531282477e-11,-7.4882000531282451e-11,1.1407340634551819e-10,1.1407340634551822e-10
80,370.93117783952863,-73,A,4.8981315897665904e-12,3.0971193518705608e-12,4.8981315897665895e-12,4.8981315897665912e-12,3.0971193518705604e-12,3.0971193518705612e-12
80,370.93117783952863,-73,Z,-5.3386704714519987e-10,-3.0556331914784554e-10,-5.3386704714519997e-10,-5.3386704714519976e-10,-3.055633191478456e-10,-3.0556331914784549e-10
80,370.93117783952863,-73,E,-3.3324740813647001e-09,-1.9833413534697322e-09,-3.3324740813647005e-09,-3.3324740813646997e-09,-1.9833413534697327e-09,-1.9833413534697318e-09
80,370.93117783952863,-72,N,1.405541149307086e-10,-9.2931851310246611e-11,1.4055411493070858e-10,1.4055411493070863e-10,-9.2931851310246624e-11,-9.2931851310246598e-11
80,370.93117783952863,-72,A,-4.1214181825797942e-12,-5.9924294649938007e-12,-4.121418182579795e-12,-4.1214181825797934e-12,-5.9924294649938016e-12,-5.9924294649937999e-12
80,370.93117783952863,-72,Z,3.9454835555506958e-10,6.2712898349170027e-10,3.9454835555506953e-10,3.9454835555506963e-10,6.2712898349170017e-10,6.2712898349170037e-10
80,370.93117783952863,-72,E,2.7844989488759858e-09,3.8235965642811728e-09,2.7844989488759853e-09,2.7844989488759862e-09,3.823596564281172e-09,3.8235965642811736e-09
80,370.93117783952863,-71,N,-2.0598376834440844e-10,3.7867539331958238e-11,-2.0598376834440846e-10,-2.0598376834440841e-10,3.7867539331958232e-11,3.7867539331958245e-11
80,370.93117783952863,-71,A,1.8321410641207947e-12,8.9785018619340631e-12,1.8321410641207943e-12,1.8321410641207951e-12,8.9785018619340615e-12,8.9785018619340647e-12
80,370.93117783952863,-71,Z,-6.6311592151578343e-11,-8.9495146990225189e-10,-6.6311592151578356e-11,-6.631159215157833e-11,-8.9495146990225199e-10,-8.9495146990225179e-10
80,370.93117783952863,-71,E,-1.3096534691784172e-09,-5.6533058648467812e-09,-1.3096534691784174e-09,-1.309653469178417e-09,-5.653305864846782e-09,-5.6533058648467804e-09
80,370.93117783952863,-70,N,2.5534363857281364e-10,5.6915909571619569e-11,2.5534363857281359e-10,2.553436385728137e-10,5.6915909571619562e-11,5.6915909571619575e-11
80,370.93117783952863,-70,A,2.327402590872338e-12,-1.1400714654593876e-11,2.3274025908723376e-12,2.3274025908723385e-12,-1.1400714654593878e-11,-1.1400714654593875e-11
80,370.93117783952863,-70,Z,-4.3736060942650731e-10,9.998244100078313e-10,-4.3736060942650736e-10,-4.3736060942650726e-10,9.9982441000783109e-10,9.998244100078315e-10
80,370.93117783952863,-70,E,-1.2309379354323174e-09,7.0441929387542186e-09,-1.2309379354323176e-09,-1.2309379354323172e-09,7.0441929387542177e-09,7.0441929387542194e-09
80,370.93117783952863,-69,N,-2.6687668793305804e-10,-1.9056082971081046e-10,-2.668766879330581e-10,-2.6687668793305799e-10,-1.9056082971081048e-10,-1.9056082971081043e-10
80,370.93117783952863,-69,A,-8.3529111422651012e-12,1.2163028520869748e-11,-8.3529111422651028e-12,-8.3529111422650996e-12,1.2163028520869746e-11,1.2163028520869749e-11
80,370.93117783952863,-69,Z,1.0406979823714644e-09,-8.2968228125459548e-10,1.0406979823714642e-09,1.0406979823714646e-09,-8.2968228125459558e-10,-8.2968228125459538e-10
80,370.93117783952863,-69,E,4.7947475412589598e-09,-7.4264619123036e-09,4.794747541258959e-09,4.7947475412589606e-09,-7.4264619123036009e-09,-7.4264619123035992e-09
80,370.93117783952863,-68,N,2.153799536924842e-10,3.5131474252316347e-10,2.1537995369248418e-10,2.1537995369248423e-10,3.5131474252316342e-10,3.5131474252316352e-10
80,370.93117783952863,-68,A,1.5859701190361177e-11,-1.0136833746450204e-11,1.5859701190361174e-11,1.585970119036118e-11,-1.0136833746450206e-11,-1.0136833746450202e-11
80,370.93117783952863,-68,Z,-1.5979525531136022e-09,3.0457828068659143e-10,-1.5979525531136024e-09,-1.597952553113602e-09,3.0457828068659138e-10,3.0457828068659148e-10
80,370.93117783952863,-68,E,-9.0560229281049329e-09,6.1590689767070832e-09,-9.0560229281049345e-09,-9.0560229281049312e-09,6.1590689767070824e-09,6.1590689767070841e-09
80,370.93117783952863,-67,N,-7.7136986239450431e-11,-5.1302129521760944e-10,-7.7136986239450444e-11,-7.7136986239450418e-11,-5.1302129521760954e-10,-5.1302129521760933e-10
80,370.93117783952863,-67,A,-2.3731591226311787e-11,4.01926869978054e-12,-2.3731591226311791e-11,-2.3731591226311784e-11,4.0192686997805392e-12,4.0192686997805408e-12
80,370.93117783952863,-67,Z,1.9049387432159612e-09,5.8064758617190984e-10,1.9049387432159608e-09,1.9049387432159616e-09,5.8064758617190974e-10,5.8064758617190994e-10
80,370.93117783952863,-67,E,1.3328207535564124e-08,-2.6599706612633305e-09,1.3328207535564123e-08,1.3328207535564126e-08,-2.6599706612633309e-09,-2.6599706612633301e-09
80,370.93117783952863,-66,N,-1.6276311492518137e-10,6.3352338420111422e-10,-1.6276311492518139e-10,-1.6276311492518134e-10,6.3352338420111412e-10,6.3352338420111432e-10
80,370.93117783952863,-66,A,2.9971939354130291e-11,7.0985086338980071e-12,2.9971939354130285e-11,2.9971939354130298e-11,7.0985086338980063e-12,7.0985086338980079e-12
80,370.93117783952863,-66,Z,-1.7359242987168777e-09,-1.7162806125395386e-09,-1.7359242987168779e-09,-1.7359242987168775e-09,-1.7162806125395388e-09,-1.7162806125395384e-09
80,370.93117783952863,-66,E,-1.6539683163436128e-08,-3.409153747432081e-09,-1.6539683163436132e-08,-1.6539683163436125e-08,-3.4091537474320814e-09,-3.4091537474320806e-09
80,370.93117783952863,-65,N,5.0113281916169852e-10,-6.5629402257804118e-10,5.0113281916169841e-10,5.0113281916169862e-10,-6.5629402257804128e-10,-6.5629402257804107e-10
80,370.93117783952863,-65,A,-3.1853355012317931e-11,-2.3359153121110912e-11,-3.1853355012317937e-11,-3.1853355012317924e-11,-2.3359153121110916e-11,-2.3359153121110909e-11
80,370.93117783952863,-65,Z,9.0671509922410783e-10,2.8548733106660485e-09,9.0671509922410773e-10,9.0671509922410793e-10,2.854873310666048e-09,2.8548733106660489e-09
80,370.93117783952863,-65,E,1.7294619900438773e-08,1.1920633639615218e-08,1.729461990043877e-08,1.7294619900438776e-08,1.1920633639615217e-08,1.192063363961522e-08
80,370.93117783952863,-64,N,-9.0666054098557347e-10,5.1682732076064801e-10,-9.0666054098557358e-10,-9.0666054098557337e-10,5.1682732076064791e-10,5.1682732076064811e-10
80,370.93117783952863,-64,A,2.5955662739880094e-11,4.3565714183178157e-11,2.595566273988009e-11,2.5955662739880097e-11,4.356571418317815e-11,4.3565714183178163e-11
80,370.93117783952863,-64,Z,6.4344796631997245e-10,-3.6220659439320458e-09,6.4344796631997234e-10,6.4344796631997255e-10,-3.6220659439320463e-09,-3.6220659439320454e-09
80,370.93117783952863,-64,E,-1.4049079175377883e-08,-2.2055102737905604e-08,-1.4049079175377885e-08,-1.4049079175377882e-08,-2.2055102737905607e-08,-2.20551027379056e-08
80,370.93117783952863,-63,N,1.3112385656217528e-09,-1.5498561397342609e-10,1.3112385656217526e-09,1.311238565621753e-09,-1.5498561397342611e-10,-1.5498561397342606e-10
80,370.93117783952863,-63,A,-8.9537211323608143e-12,-6.4579199863811564e-11,-8.9537211323608159e-12,-8.9537211323608127e-12,-6.4579199863811577e-11,-6.4579199863811551e-11
80,370.93117783952863,-63,Z,-2.7685475547711488e-09,3.5748478572043772e-09,-2.7685475547711492e-09,-2.7685475547711484e-09,3.5748478572043767e-09,3.5748478572043776e-09
80,370.93117783952863,-63,E,5.4214060763098465e-09,3.2126464903817813e-08,5.4214060763098457e-09,5.4214060763098473e-09,3.2126464903817806e-08,3.2126464903817819e-08
80,370.93117783952863,-62,N,-1.6058313999617496e-09,-4.6636209576662267e-10,-1.6058313999617498e-09,-1.6058313999617494e-09,-4.6636209576662278e-10,-4.6636209576662257e-10
80,370.93117783952863,-62,A,-2.1795048318740403e-11,8.1032270524363641e-11,-2.1795048318740406e-11,-2.17950483187404e-11,8.1032270524363628e-11,8.1032270524363654e-11
80,370.93117783952863,-62,Z,5.057741290643167e-09,-2.3124559688719599e-09,5.0577412906431661e-09,5.0577412906431678e-09,-2.3124559688719603e-09,-2.3124559688719595e-09
80,370.93117783952863,-62,E,9.3669563440350606e-09,-3.9529132563493842e-08,9.3669563440350589e-09,9.3669563440350622e-09,-3.9529132563493848e-08,-3.9529132563493835e-08
80,370.93117783952863,-61,N,1.6446106605615481e-09,1.3374691384166707e-09,1.6446106605615479e-09,1.6446106605615483e-09,1.3374691384166705e-09,1.3374691384166709e-09
80,370.93117783952863,-61,A,6.6526928828639409e-11,-8.5239911402593381e-11,6.6526928828639396e-11,6.6526928828639422e-11,-8.5239911402593394e-11,-8.5239911402593368e-11
80,370.93117783952863,-61,Z,-6.8347413740256941e-09,-3.6951877841228666e-10,-6.8347413740256949e-09,-6.8347413740256933e-09,-3.6951877841228671e-10,-3.695187784122866e-10
80,370.93117783952863,-61,E,-2.9958772810705395e-08,4.0888135022025439e-08,-2.9958772810705402e-08,-2.9958772810705389e-08,4.0888135022025433e-08,4.0888135022025446e-08
80,370.93117783952863,-60,N,-1.2614197043701049e-09,-2.3757496980734026e-09,-1.2614197043701051e-09,-1.2614197043701047e-09,-2.375749698073403e-09,-2.3757496980734022e-09
80,370.93117783952863,-60,A,-1.218685738935477e-10,6.7914421153779042e-11,-1.2186857389354773e-10,-1.2186857389354768e-10,6.7914421153779029e-11,6.7914421153779055e-11
80,370.93117783952863,-60,Z,7.2444235092538262e-09,4.3102607825223385e-09,7.2444235092538254e-09,7.2444235092538271e-09,4.3102607825223377e-09,4.3102607825223393e-09
80,370.93117783952863,-60,E,5.4319023672408108e-08,-3.2486622017060319e-08,5.4319023672408101e-08,5.4319023672408114e-08,-3.2486622017060326e-08,-3.2486622017060313e-08
80,370.93117783952863,-59,N,3.0159877735343958e-10,3.403205379339995e-09,3.0159877735343952e-10,3.0159877735343963e-10,3.4032053793399946e-09,3.4032053793399955e-09
80,370.93117783952863,-59,A,1.7916798479627289e-10,-1.9575897666164767e-11,1.7916798479627287e-10,1.7916798479627292e-10,-1.957589766616477e-11,-1.9575897666164764e-11
80,370.93117783952863,-59,Z,-5.443216303071113e-09,-8.8480183672597994e-09,-5.4432163030711138e-09,-5.4432163030711121e-09,-8.8480183672598011e-09,-8.8480183672597977e-09
80,370.93117783952863,-59,E,-7.8314053582975484e-08,1.101758545817847e-08,-7.8314053582975498e-08,-7.8314053582975471e-08,1.1017585458178468e-08,1.1017585458178471e-08
80,370.93117783952863,-58,N,1.3296404033013509e-09,-4.1353121065483386e-09,1.3296404033013507e-09,1.3296404033013511e-09,-4.1353121065483395e-09,-4.1353121065483378e-09
80,370.93117783952863,-58,A,-2.2337427421895615e-10,-6.677450035282468e-11,-2.2337427421895618e-10,-2.2337427421895613e-10,-6.6774500352824693e-11,-6.6774500352824668e-11
80,370.93117783952863,-58,Z,8.8436588116473272e-10,1.2779343063231407e-08,8.8436588116473262e-10,8.8436588116473282e-10,1.2779343063231405e-08,1.2779343063231408e-08
80,370.93117783952863,-58,E,9.5584503357196337e-08,2.5347803602114383e-08,9.5584503357196324e-08,9.5584503357196351e-08,2.534780360211438e-08,2.5347803602114386e-08
80,370.93117783952863,-57,N,-3.604929985993023e-09,4.1912546421763994e-09,-3.6049299859930234e-09,-3.6049299859930226e-09,4.1912546421763986e-09,4.1912546421764003e-09
80,370.93117783952863,-57,A,2.3299148669737755e-10,1.9209522861274306e-10,2.329914866973775e-10,2.329914866973776e-10,1.9209522861274303e-10,1.9209522861274309e-10
80,370.93117783952863,-57,Z,6.3465114448275514e-09,-1.4475947702446185e-08,6.3465114448275506e-09,6.3465114448275522e-09,-1.4475947702446186e-08,-1.4475947702446183e-08
80,370.93117783952863,-57,E,-9.7907836491081956e-08,-7.5665562638130479e-08,-9.7907836491081969e-08,-9.7907836491081942e-08,-7.5665562638130492e-08,-7.5665562638130466e-08
80,370.93117783952863,-56,N,6.3062604358662004e-09,-3.1360706769982716e-09,6.3062604358661996e-09,6.3062604358662013e-09,-3.136070676998272e-09,-3.1360706769982712e-09
80,370.93117783952863,-56,A,-1.8172946929214347e-10,-3.4693100898136354e-10,-1.8172946929214349e-10,-1.8172946929214344e-10,-3.4693100898136359e-10,-3.4693100898136348e-10
80,370.93117783952863,-56,Z,-1.5229779845806603e-08,1.220275584337194e-08,-1.5229779845806606e-08,-1.5229779845806599e-08,1.2202755843371938e-08,1.2202755843371942e-08
80,370.93117783952863,-56,E,7.6234236458379518e-08,1.3489477562296539e-07,7.6234236458379505e-08,7.6234236458379531e-08,1.3489477562296536e-07,1.3489477562296541e-07
80,370.93117783952863,-55,N,-8.9644510402219285e-09,5.6341983425191294e-10,-8.9644510402219302e-09,-8.9644510402219268e-09,5.6341983425191284e-10,5.6341983425191305e-10
80,370.93117783952863,-55,A,4.2677498224492997e-11,5.0682251257273057e-10,4.2677498224492991e-11,4.2677498224493004e-11,5.0682251257273046e-10,5.0682251257273067e-10
80,370.93117783952863,-55,Z,2.3660944742630625e-08,-4.6375134626291805e-09,2.3660944742630622e-08,2.3660944742630629e-08,-4.6375134626291813e-09,-4.6375134626291797e-09
80,370.93117783952863,-55,E,-2.2515789256578866e-08,-1.9285837548452617e-07,-2.251578925657887e-08,-2.2515789256578863e-08,-1.9285837548452619e-07,-1.9285837548452614e-07
80,370.93117783952863,-54,N,1.0827577321624601e-08,3.7773842160646e-09,1.0827577321624599e-08,1.0827577321624603e-08,3.7773842160645991e-09,3.7773842160646008e-09
80,370.93117783952863,-54,A,2.0441192829153706e-10,-6.2914249517482763e-10,2.0441192829153704e-10,2.0441192829153709e-10,-6.2914249517482773e-10,-6.2914249517482753e-10
80,370.93117783952863,-54,Z,-2.8579178858439812e-08,-8.4734689223369931e-09,-2.8579178858439815e-08,-2.8579178858439809e-08,-8.4734689223369948e-09,-8.4734689223369915e-09
80,370.93117783952863,-54,E,-6.7680177419983381e-08,2.3390951488569727e-07,-6.7680177419983395e-08,-6.7680177419983368e-08,2.3390951488569724e-07,2.3390951488569729e-07
80,370.93117783952863,-53,N,-1.0884727834725026e-08,-9.8158392042543719e-09,-1.0884727834725028e-08,-1.0884727834725024e-08,-9.8158392042543736e-09,-9.8158392042543703e-09
80,370.93117783952863,-53,A,-5.6296897681908985e-10,6.5227945439704778e-10,-5.6296897681908996e-10,-5.6296897681908975e-10,6.5227945439704768e-10,6.5227945439704789e-10
80,370.93117783952863,-53,Z,2.6479616926142046e-08,2.566771030322661e-08,2.6479616926142042e-08,2.6479616926142049e-08,2.5667710303226607e-08,2.5667710303226614e-08
80,370.93117783952863,-53,E,1.9198204659136202e-07,-2.3778713122551869e-07,1.9198204659136199e-07,1.9198204659136205e-07,-2.3778713122551872e-07,-2.3778713122551867e-07
80,370.93117783952863,-52,N,7.9739617724518534e-09,1.6975447345938233e-08,7.9739617724518517e-09,7.973961772451855e-09,1.697544734593823e-08,1.6975447345938236e-08
80,370.93117783952863,-52,A,1.0065433565996175e-09,-5.001523008726381e-10,1.0065433565996172e-09,1.0065433565996177e-09,-5.001523008726382e-10,-5.00152300872638e-10
80,370.93117783952863,-52,Z,-1.4343021215254703e-08,-4.334447861417023e-08,-1.4343021215254704e-08,-1.4343021215254701e-08,-4.3344478614170237e-08,-4.3344478614170224e-08
80,370.93117783952863,-52,E,-3.3791844084823145e-07,1.8212431235308184e-07,-3.379184408482315e-07,-3.379184408482314e-07,1.8212431235308181e-07,1.8212431235308186e-07
80,370.93117783952863,-51,N,-9.9939629243069535e-10,-2.4006286973482054e-08,-9.9939629243069556e-10,-9.9939629243069515e-10,-2.4006286973482058e-08,-2.4006286973482051e-08
80,370.93117783952863,-51,A,-1.4654059718610392e-09,9.3766727991492436e-11,-1.4654059718610394e-09,-1.465405971861039e-09,9.3766727991492423e-11,9.3766727991492449e-11
80,370.93117783952863,-51,Z,-9.1025117274574717e-09,5.5826365894721372e-08,-9.1025117274574733e-09,-9.10251172745747e-09,5.5826365894721366e-08,5.5826365894721379e-08
80,370.93117783952863,-51,E,4.8027957990485599e-07,-4.692821501995206e-08,4.8027957990485588e-07,4.8027957990485609e-07,-4.6928215019952067e-08,-4.6928215019952054e-08
80,370.93117783952863,-50,N,-1.0730064422902687e-08,2.8890370835464315e-08,-1.0730064422902689e-08,-1.0730064422902685e-08,2.8890370835464312e-08,2.8890370835464318e-08
80,370.93117783952863,-50,A,1.815943591496078e-09,6.2823686349751677e-10,1.8159435914960778e-09,1.8159435914960783e-09,6.2823686349751667e-10,6.2823686349751688e-10
80,370.93117783952863,-50,Z,4.202695508257863e-08,-5.614082725065814e-08,4.2026955082578624e-08,4.2026955082578637e-08,-5.6140827250658146e-08,-5.6140827250658133e-08
80,370.93117783952863,-50,E,-5.8017364059140588e-07,-1.7895542201454197e-07,-5.8017364059140598e-07,-5.8017364059140577e-07,-1.7895542201454199e-07,-1.7895542201454194e-07
80,370.93117783952863,-49,N,2.7051720896468969e-08,-2.889183262836636e-08,2.7051720896468966e-08,2.7051720896468973e-08,-2.8891832628366364e-08,-2.8891832628366357e-08
80,370.93117783952863,-49,A,-1.8773721845571807e-09,-1.6790289660472417e-09,-1.8773721845571811e-09,-1.8773721845571802e-09,-1.6790289660472419e-09,-1.6790289660472414e-09
80,370.93117783952863,-49,Z,-7.8447333031184872e-08,3.7647728801482215e-08,-7.8447333031184886e-08,-7.8447333031184859e-08,3.7647728801482209e-08,3.7647728801482222e-08
80,370.93117783952863,-49,E,5.8699463884485902e-07,4.8986478739128043e-07,5.8699463884485891e-07,5.8699463884485912e-07,4.8986478739128033e-07,4.8986478739128054e-07
80,370.93117783952863,-48,N,-4.6437473306080249e-08,2.0832776652448661e-08,-4.6437473306080255e-08,-4.6437473306080242e-08,2.0832776652448658e-08,2.0832776652448664e-08
80,370.93117783952863,-48,A,1.4229606980729141e-09,2.985158405361154e-09,1.4229606980729138e-09,1.4229606980729143e-09,2.9851584053611536e-09,2.9851584053611544e-09
80,370.93117783952863,-48,Z,1.0798853121732365e-07,3.5708047212456575e-09,1.0798853121732363e-07,1.0798853121732366e-07,3.5708047212456571e-09,3.570804721245658e-09
80,370.93117783952863,-48,E,-4.4450097796022269e-07,-8.5495263374355409e-07,-4.4450097796022274e-07,-4.4450097796022264e-07,-8.549526337435542e-07,-8.5495263374355399e-07
80,370.93117783952863,-47,N,6.5514974117790347e-08,-1.6689549859869879e-09,6.5514974117790334e-08,6.551497411779036e-08,-1.6689549859869881e-09,-1.6689549859869877e-09
80,370.93117783952863,-47,A,-2.1249022462654507e-10,-4.3445307339607309e-09,-2.1249022462654509e-10,-2.1249022462654504e-10,-4.3445307339607317e-09,-4.34453073396073e-09
80,370.93117783952863,-47,Z,-1.1697020648060704e-07,-6.5936132752284363e-08,-1.1697020648060705e-07,-1.1697020648060702e-07,-6.5936132752284376e-08,-6.5936132752284349e-08
80,370.93117783952863,-47,E,1.0188050775722138e-07,1.2112982094577443e-06,1.0188050775722136e-07,1.0188050775722139e-07,1.2112982094577441e-06,1.2112982094577446e-06
80,370.93117783952863,-46,N,-7.8771080099675936e-08,-3.0590699023581019e-08,-7.8771080099675949e-08,-7.8771080099675922e-08,-3.0590699023581026e-08,-3.0590699023581013e-08
80,370.93117783952863,-46,A,-1.9476849739644397e-09,5.3906440277768043e-09,-1.9476849739644402e-09,-1.9476849739644393e-09,5.3906440277768035e-09,5.3906440277768051e-09
80,370.93117783952863,-46,Z,9.1176158127148287e-08,1.3992082556156638e-07,9.1176158127148274e-08,9.11761581271483e-08,1.3992082556156635e-07,1.3992082556156641e-07
80,370.93117783952863,-46,E,4.7005239738715315e-07,-1.4611038708398583e-06,4.700523973871531e-07,4.7005239738715321e-07,-1.4611038708398585e-06,-1.4611038708398581e-06
80,370.93117783952863,-45,N,7.8638394146009229e-08,7.563867532725722e-08,7.8638394146009216e-08,7.8638394146009242e-08,7.5638675327257207e-08,7.5638675327257233e-08
80,370.93117783952863,-45,A,5.1130739518122365e-09,-5.5781828240359751e-09,5.1130739518122357e-09,5.1130739518122374e-09,-5.5781828240359759e-09,-5.5781828240359743e-09
80,370.93117783952863,-45,Z,-2.030420509114418e-08,-2.0689993107083691e-07,-2.0304205091144183e-08,-2.0304205091144176e-08,-2.0689993107083694e-07,-2.0689993107083688e-07
80,370.93117783952863,-45,E,-1.2585809259859002e-06,1.4760940179251702e-06,-1.2585809259859005e-06,-1.2585809259859e-06,1.47609401792517e-06,1.4760940179251704e-06
80,370.93117783952863,-44,N,-5.6197972232986036e-08,-1.2941446320101572e-07,-5.6197972232986043e-08,-5.619797223298603e-08,-1.2941446320101575e-07,-1.294144632010157e-07
80,370.93117783952863,-44,A,-9.0812637189288372e-09,4.2094365922558061e-09,-9.0812637189288389e-09,-9.0812637189288356e-09,4.2094365922558053e-09,4.2094365922558069e-09
80,370.93117783952863,-44,Z,-9.6455889369887027e-08,2.4039194376569905e-07,-9.645588936988704e-08,-9.6455889369887014e-08,2.40391943765699e-07,2.403919437656991e-07
80,370.93117783952863,-44,E,2.1874320474653772e-06,-1.1122740630229389e-06,2.1874320474653767e-06,2.1874320474653776e-06,-1.1122740630229391e-06,-1.1122740630229387e-06
80,370.93117783952863,-43,N,2.7239632661292386e-09,1.8269247594930774e-07,2.7239632661292382e-09,2.723963266129239e-09,1.8269247594930771e-07,1.8269247594930776e-07
80,370.93117783952863,-43,A,1.3256403444940462e-08,-5.2567862554293598e-10,1.3256403444940461e-08,1.3256403444940464e-08,-5.2567862554293609e-10,-5.2567862554293588e-10
80,370.93117783952863,-43,Z,2.4493759312029575e-07,-2.1058440848292951e-07,2.449375931202957e-07,2.449375931202958e-07,-2.1058440848292953e-07,-2.1058440848292948e-07
80,370.93117783952863,-43,E,-3.0983966097338729e-06,2.3747788671904988e-07,-3.0983966097338733e-06,-3.0983966097338725e-06,2.3747788671904986e-07,2.3747788671904991e-07
80,370.93117783952863,-42,N,8.7776861026055558e-08,-2.201228354990698e-07,8.7776861026055545e-08,8.7776861026055572e-08,-2.2012283549906983e-07,-2.2012283549906978e-07
80,370.93117783952863,-42,A,-1.652628700003051e-08,-6.1139845617704131e-09,-1.6526287000030514e-08,-1.6526287000030507e-08,-6.1139845617704139e-09,-6.1139845617704122e-09
