year,bc_bil,ef_bil,earths,carbon_share,tau_all,pmin_all,prem_all,tau_noc,pmin_noc,prem_noc,r_crop,r_graz,r_forest,r_fish,r_built,tau_all_national,sum_bc_bil,sum_ef_bil
1979,10.3372135948,12.510301852500001,1.210219924138275,0.5603512176326203,301.59807545714847,0.0,301.59807545714847,685.9977499155833,365.0,320.9977499155833,1.0,1.5249318409762422,3.134482927020461,2.6337419194470137,1.0,315.56872951126064,8.586747591165468,9.931791643707705
1980,10.3363193372,12.283530314100002,1.188385334602818,0.5537567353248626,307.1394348046127,0.0,307.1394348046127,688.2780293125734,365.0,323.2780293125734,1.0,1.5088915543690615,3.165035463241445,2.591869973952253,1.0,325.8269787491118,8.60982588905396,9.644954698255667
1981,10.4388468559,12.1321775589,1.1622143447810938,0.5398421986657626,314.0556659268809,0.0,314.0556659268809,682.4955808991389,365.0,317.4955808991389,1.0,1.50324329375349,3.1918463425275663,2.536647110502285,1.0,335.5477159265904,8.752371925122862,9.520600501923097
1982,10.546853739700001,12.0936398251,1.1466585318783418,0.5280325156324223,318.3162117165722,0.0,318.3162117165722,674.4452155281551,365.0,309.44521552815513,1.0,1.5019682848286988,3.2037847264246717,2.5007462282123716,1.0,339.58839936714844,8.81956515886672,9.479538432365453
1983,10.478168837100002,12.0508982283,1.1500958245329511,0.52587384765376,317.36485970482056,0.0,317.36485970482056,669.3679691245097,365.0,304.3679691245097,1.0,1.492172328659818,3.087857060125645,2.498760201356468,1.0,338.7611931175955,8.757468344073544,9.435779571354969
1984,10.665247567600002,12.561866504600001,1.1778316841665961,0.5241845292328772,309.89147677604274,0.0,309.89147677604274,651.2849955812222,365.0,286.28499558122223,1.0,1.4929675032155683,2.991374608413694,2.4328835250392413,1.0,330.5454499879749,8.968243160827202,9.903051921667698
1985,10.752098279100002,12.778271685600002,1.1884444648760781,0.524727762797224,307.1241532838974,0.0,307.1241532838974,646.2068036868353,365.0,281.2068036868353,1.0,1.5112035131753323,2.985172977621895,2.3904663282912404,1.0,326.5654802547704,9.010688027641566,10.071184276805164
1986,10.7930689998,13.0134079418,1.2057189611259915,0.526034911194303,302.72394460740287,0.0,302.72394460740287,638.705153095158,365.0,273.70515309515804,1.0,1.522075406567329,2.915867543526631,2.272245321544538,1.0,319.72682160481935,9.029581613036253,10.30816642850133
1987,10.8159377318,13.3564208389,1.234883296307329,0.5312255124767653,295.5744895825049,0.0,295.5744895825049,630.525972401292,365.0,265.52597240129205,1.0,1.518518016401709,2.849290416034192,2.1667125043917066,1.0,312.47842935400485,9.056586506897736,10.578823254621263
1988,10.724630491000001,13.6215891218,1.2701219993762114,0.5440837969586804,287.3739689409841,0.0,287.3739689409841,630.3219035076484,365.0,265.32190350764836,1.0,1.5149599688882487,2.818173441114735,2.088571108859013,1.0,303.5424992500667,8.980662151616153,10.79895465524067
1989,10.8956142429,13.996779400700001,1.284625087550327,0.5420487323405673,284.1295904441853,0.0,284.1295904441853,620.4363007801204,365.0,255.4363007801204,1.0,1.5045533465537368,2.7835639266013077,2.092125729093471,1.0,298.464843352774,9.116538926896236,11.14883974587287
1990,11.0558656088,14.2208519438,1.2862721424978978,0.5381302472765289,283.7657661551949,0.0,283.7657661551949,614.3848227383057,365.0,249.38482273830573,1.0,1.4854787526454483,2.7780918762839373,2.1317465418220047,1.0,298.0283268622145,9.243491341389808,11.320649869524317
1991,10.973929985700002,14.1682639954,1.2910838700322034,0.5465441628215075,282.7082023655797,0.0,282.7082023655797,623.4525596244517,365.0,258.45255962445174,1.0,1.4553960866616158,2.902563958738865,2.1488062663308147,1.0,296.40137488809665,9.218416790206007,11.351911338790211
1992,11.1594975006,14.279884630600002,1.2796171718155078,0.5464293810385037,285.2415613352091,0.0,285.2415613352091,628.8801553952138,365.0,263.8801553952138,1.0,1.4786130078492608,2.9873726878490126,2.1553232038614194,1.0,295.03258473696013,10.553221506852204,13.055933646906446
1993,11.1459531234,14.266915265200002,1.2800085472500151,0.5494483479635435,285.15434587071326,0.0,285.15434587071326,632.9004556566134,365.0,267.9004556566134,1.0,1.49387618779093,3.028075159766954,2.1316932108619318,1.0,294.5409921485162,10.598667201270404,13.134041208474914
1994,11.2449368478,14.4877531784,1.2883801282738583,0.5465229660873085,283.30148221784395,0.0,283.30148221784395,624.7317086236133,365.0,259.73170862361326,1.0,1.47557389476962,3.0274025373417954,2.0242927125291144,1.0,291.3621351786862,10.692798365074765,13.395259479612003
1995,11.172941370200002,14.715903840500001,1.3171020372262616,0.553549987230905,277.12355587018016,0.0,277.12355587018016,620.7269525009714,365.0,255.72695250097138,1.0,1.4734926023898482,2.970858471911526,1.9331653320134214,1.0,284.39324694725923,10.644880986840885,13.66200358800175
1996,11.3465419946,15.0748249119,1.3285831858793937,0.5542872768229621,274.7287515598094,0.0,274.7287515598094,616.3807701102726,365.0,251.38077011027258,1.0,1.4943451896947362,3.0027980609225833,1.895363293864533,1.0,281.6401036654687,10.820870305867768,14.023633744763423
1997,11.396741345,15.277903137400001,1.3405501340172776,0.5535713519675637,272.27627728191754,0.0,272.27627728191754,609.8987564573468,365.0,244.89875645734685,1.0,1.505533623969824,2.9255599206407075,1.8850655765714537,1.0,279.0577076150022,10.86751254465775,14.214415049494342
1998,11.4668413588,15.3385552424,1.3376443226563635,0.5507688199764345,272.8677525242017,0.0,272.8677525242017,607.4105375096352,365.0,242.41053750963522,1.0,1.4946052817844104,2.950647371444027,1.8807603936378607,1.0,279.89997248446406,10.942085381463386,14.268887305645649
1999,11.493232267600002,15.395376938600002,1.3395167329908004,0.5468922352846042,272.48633108527713,0.0,272.48633108527713,601.3720185449263,365.0,236.37201854492628,1.0,1.4874415827737857,2.8861773259463748,1.8743952569687512,1.0,277.9989425434681,10.981215575138867,14.417837881879604
2000,11.4840920365,15.7487274736,1.3713515551378088,0.5529219178246076,266.16078031378373,0.0,266.16078031378373,595.3339940502086,365.0,230.33399405020862,1.0,1.4778354386431705,2.7832839226565356,1.891912295871625,1.0,274.55578115181567,11.023662152427695,14.655079083587891
2001,11.5488549794,15.910099335500002,1.3776343511005436,0.5564258776340184,264.94693581676034,0.0,264.94693581676034,597.3002536837788,365.0,232.3002536837788,1.0,1.4754246117596614,2.8734204987759897,1.8778448986743497,1.0,272.0240417380832,11.051073534838848,14.828254938215895
2002,11.544588819000001,16.1058724928,1.3951014406241193,0.5590840714171433,261.629720514597,0.0,261.629720514597,593.3777928039444,365.0,228.37779280394443,1.0,1.4649761658125315,2.813905940293531,1.8736112400086602,1.0,269.2313700549756,11.040336785255914,14.967508896885086
2003,11.518303578000001,16.687391658000003,1.4487716480986814,0.5704222737192497,251.9375641282141,0.0,251.9375641282141,586.4772512985471,365.0,221.47725129854712,1.0,1.4513703568989087,2.7555560835533766,1.814982762600217,1.0,260.7995666450774,11.022727763773103,15.426772695724962
2004,11.760705308700002,17.5864046219,1.4953528857568117,0.5745532472519871,244.08954132272945,0.0,244.08954132272945,573.7252423390826,365.0,208.72524233908257,1.0,1.450202655904676,2.6984109405942482,1.7541607506484098,1.0,252.91188110861202,11.246589384348258,16.230969882843247
2005,11.691253651200002,18.0010061756,1.539698539835577,0.585521993780922,237.0593921839908,0.0,237.0593921839908,571.9468551455293,365.0,206.9468551455293,1.0,1.447413790721716,2.6531027972438173,1.7560335331127028,1.0,246.02623739553607,11.187803668469174,16.598019716190404
2006,11.7151641851,18.4722056957,1.5767773634102358,0.5953574732853931,231.4848046845258,0.0,231.4848046845258,572.0723586915306,365.0,207.07235869153055,1.0,1.4312057652915615,2.693550681376433,1.7318331831898792,1.0,240.00890062968114,11.214659847713753,17.054996017548977
2007,11.7606535993,19.0060505418,1.6160709420887331,0.6028958436051169,225.85642158025948,0.0,225.85642158025948,568.7586441569912,365.0,203.75864415699118,1.0,1.4295968116930664,2.661131875013066,1.755738322542847,1.0,234.446803639251,11.283321171230535,17.566510455976385
2008,11.951393554400001,19.234923043900004,1.6094293068291199,0.6029832461782683,226.78846374378446,0.0,226.78846374378446,571.2314696059827,365.0,206.23146960598274,1.0,1.4342386539028666,2.784833042164247,1.7940168124282796,1.0,235.66700094759278,11.448327619520674,17.731118757921838
2009,11.8920799005,18.8685141506,1.58664542354838,0.6009712207062906,230.04509677008528,0.0,230.04509677008528,576.5125442261851,365.0,211.51254422618513,1.0,1.4214988911334043,2.8931537586157714,1.814411054417162,1.0,238.18184390077198,11.383924840941592,17.445211183580955
2010,11.938155784700001,19.861967561200004,1.6637383461401296,0.6131225123330255,219.38545856492365,0.0,219.38545856492365,567.0670058573463,365.0,202.06700585734632,1.0,1.4482510863058424,2.7100931794896033,1.800177004471355,1.0,227.97754715016438,11.443030626501017,18.320690922785285
2011,11.9768143633,20.2540999257,1.6911091139363157,0.6158709590531898,215.83468328096615,0.0,215.83468328096615,561.880671008294,365.0,196.88067100829403,1.0,1.458876685653152,2.645573517573005,1.7868233751502642,1.0,224.41819590800486,11.445943791111848,18.616001553939977
2012,11.918241493200002,20.129583921400002,1.6889726502760507,0.6136218374523128,216.10770307046909,0.0,216.10770307046909,559.3165556912053,365.0,194.31655569120528,1.0,1.4405129316481788,2.625407443568216,1.7494775079505072,1.0,224.9426827010604,11.416953178139952,18.525554421163836
2013,12.142290548700002,20.582969951900004,1.6951472104333472,0.6082518163927223,215.32053249032657,0.0,215.32053249032657,549.6401553355574,365.0,184.64015533555744,1.0,1.4461948297334055,2.582393665971771,1.6853161332043167,1.0,224.4940973063723,11.603139955556099,18.86528926414566
2014,12.221374113600001,20.601913674200002,1.685728092659736,0.6019148266565839,216.52365027867825,0.0,216.52365027867825,543.9128728662542,365.0,178.91287286625425,1.0,1.4441200968170755,2.553719996237049,1.6246962459636058,1.0,223.47059700244245,12.380949012299988,20.222107293337135
