"stockid","tsyear","F","TC","SSB"
"HERRNIRS",1994,0.401,4830,9750
"HERRNIRS",1995,0.345,5080,10300
"HERRNIRS",1996,0.365,5300,8430
"HERRNIRS",1997,0.577,6650,6920
"HERRNIRS",1998,0.647,4910,7260
"HERRNIRS",1999,0.496,4130,7220
"HERRNIRS",2000,0.211,2000,7830
"HERRNIRS",2001,0.742,5460,4150
"HERRNIRS",2002,0.432,2390,4170
"HERRNIRS",2003,0.581,2400,4040
"HERRNIRS",2004,0.402,2530,6550
"HERRNIRS",2005,0.548,4390,6270
"HERRNIRS",2006,0.613,4400,5780
"HERRNIRS",2007,0.277,4630,8610
"HERRNIRS",2008,0.384,4900,9350
"HERRNIRS",2009,0.162,4590,11200
"HERRNIRS",2010,0.256,4890,13100
"HERRNIRS",2011,0.242,5200,21500
"HERRNIRS",2012,0.253,5690,21500
"HERRNIRS",2013,0.242,4830,22100
"HERRNIRS",2014,0.247,5210,18900
"HERRNIRS",2015,0.263,4870,17600
"HERRNIRS",2016,0.171,4330,13200
"HERRNIRS",2017,0.148,3900,25000
"HERRNIRS",2018,0.1563,6804,22500
"HERRNIRS",2019,0.2314,6377,23247
"HERRNIRS",2020,0.2351,7927,21003
"HERRNIRS",2021,0.236,7208,30212
"HERRNIRS",2022,0.2379,7888,25900
"HERRNIRS",2023,NA,NA,25569
"HERRNORSS",1950,0.0584,826000,16400000
"HERRNORSS",1951,0.0697,1280000,14100000
"HERRNORSS",1952,0.0728,1250000,12200000
"HERRNORSS",1953,0.0663,1070000,10400000
"HERRNORSS",1954,0.113,1640000,9560000
"HERRNORSS",1955,0.0783,1360000,10100000
"HERRNORSS",1956,0.11,1660000,10100000
"HERRNORSS",1957,0.103,1320000,8730000
"HERRNORSS",1958,0.0787,986000,8950000
"HERRNORSS",1959,0.113,1110000,7500000
"HERRNORSS",1960,0.136,1100000,6070000
"HERRNORSS",1961,0.104,830000,4510000
"HERRNORSS",1962,0.146,849000,3550000
"HERRNORSS",1963,0.253,985000,2930000
"HERRNORSS",1964,0.226,1280000,2980000
"HERRNORSS",1965,0.278,1550000,3560000
"HERRNORSS",1966,0.696,1960000,2760000
"HERRNORSS",1967,1.52,1680000,1800000
"HERRNORSS",1968,3.49,712000,571000
"HERRNORSS",1969,0.59,67800,137000
"HERRNORSS",1970,1.32,62300,76700
"HERRNORSS",1971,1.53,21100,33700
"HERRNORSS",1972,1.5,13200,17400
"HERRNORSS",1973,1.17,7020,62500
"HERRNORSS",1974,0.114,7620,84800
"HERRNORSS",1975,0.19,13700,79700
"HERRNORSS",1976,0.106,10400,79500
"HERRNORSS",1977,0.111,22700,233000
"HERRNORSS",1978,0.0434,19800,370000
"HERRNORSS",1979,0.0238,12900,416000
"HERRNORSS",1980,0.0341,18600,541000
"HERRNORSS",1981,0.0215,13700,551000
"HERRNORSS",1982,0.02,16700,561000
"HERRNORSS",1983,0.0291,23100,708000
"HERRNORSS",1984,0.0903,53500,642000
"HERRNORSS",1985,0.379,170000,532000
"HERRNORSS",1986,1.07,225000,330000
"HERRNORSS",1987,0.404,127000,4e+05
"HERRNORSS",1988,0.049,135000,2e+06
"HERRNORSS",1989,0.031,104000,3240000
"HERRNORSS",1990,0.022,86400,3820000
"HERRNORSS",1991,0.024,84700,3730000
"HERRNORSS",1992,0.028,104000,3810000
"HERRNORSS",1993,0.066,232000,3760000
"HERRNORSS",1994,0.133,479000,3890000
"HERRNORSS",1995,0.236,906000,3850000
"HERRNORSS",1996,0.202,1220000,4330000
"HERRNORSS",1997,0.19,1430000,5540000
"HERRNORSS",1998,0.161,1220000,6220000
"HERRNORSS",1999,0.199,1240000,6330000
"HERRNORSS",2000,0.232,1210000,5380000
"HERRNORSS",2001,0.196,766000,4370000
"HERRNORSS",2002,0.216,808000,3790000
"HERRNORSS",2003,0.15,790000,4390000
"HERRNORSS",2004,0.131,794000,5390000
"HERRNORSS",2005,0.176,1e+06,5420000
"HERRNORSS",2006,0.185,969000,5630000
"HERRNORSS",2007,0.157,1270000,6290000
"HERRNORSS",2008,0.196,1550000,6870000
"HERRNORSS",2009,0.19,1690000,7880000
"HERRNORSS",2010,0.198,1460000,7390000
"HERRNORSS",2011,0.15,993000,6300000
"HERRNORSS",2012,0.151,826000,5470000
"HERRNORSS",2013,0.147,685000,4730000
"HERRNORSS",2014,0.078,461000,4070000
"HERRNORSS",2015,0.06,329000,5260000
"HERRNORSS",2016,0.084,383000,5020000
"HERRNORSS",2017,0.162,721566,4130000
"HERRNORSS",2018,0.128,592899,4103000
"HERRNORSS",2019,0.183,777165,3965000
"HERRNORSS",2020,0.185,720937,3461000
"HERRNORSS",2021,0.159,851813,4077000
"HERRNORSS",2022,0.182,813833.7,4060000
"HERRNORSS",2023,NA,NA,3664000
"HERRNS-IIIa-VIId",1947,0.173,846000,3760000
"HERRNS-IIIa-VIId",1948,0.17,689000,3200000
"HERRNS-IIIa-VIId",1949,0.183,714000,3120000
"HERRNS-IIIa-VIId",1950,0.193,657000,3040000
"HERRNS-IIIa-VIId",1951,0.233,761000,2840000
"HERRNS-IIIa-VIId",1952,0.246,828000,2790000
"HERRNS-IIIa-VIId",1953,0.261,843000,2610000
"HERRNS-IIIa-VIId",1954,0.292,915000,2430000
"HERRNS-IIIa-VIId",1955,0.289,866000,2410000
"HERRNS-IIIa-VIId",1956,0.292,849000,2220000
"HERRNS-IIIa-VIId",1957,0.307,785000,2040000
"HERRNS-IIIa-VIId",1958,0.316,791000,1700000
"HERRNS-IIIa-VIId",1959,0.328,1130000,2630000
"HERRNS-IIIa-VIId",1960,0.284,839000,2250000
"HERRNS-IIIa-VIId",1961,0.32,753000,2120000
"HERRNS-IIIa-VIId",1962,0.343,664000,1530000
"HERRNS-IIIa-VIId",1963,0.239,658000,2480000
"HERRNS-IIIa-VIId",1964,0.32,929000,2390000
"HERRNS-IIIa-VIId",1965,0.501,1210000,1930000
"HERRNS-IIIa-VIId",1966,0.51,977000,1580000
"HERRNS-IIIa-VIId",1967,0.654,837000,1020000
"HERRNS-IIIa-VIId",1968,0.951,803000,562000
"HERRNS-IIIa-VIId",1969,0.865,558000,512000
"HERRNS-IIIa-VIId",1970,0.905,532000,488000
"HERRNS-IIIa-VIId",1971,1.21,540000,350000
"HERRNS-IIIa-VIId",1972,0.642,473000,350000
"HERRNS-IIIa-VIId",1973,0.829,442000,301000
"HERRNS-IIIa-VIId",1974,0.853,275000,202000
"HERRNS-IIIa-VIId",1975,0.985,263000,117000
"HERRNS-IIIa-VIId",1976,0.736,146000,163000
"HERRNS-IIIa-VIId",1977,0.338,61300,127000
"HERRNS-IIIa-VIId",1978,0.247,52400,157000
"HERRNS-IIIa-VIId",1979,0.204,65000,191000
"HERRNS-IIIa-VIId",1980,0.181,80700,212000
"HERRNS-IIIa-VIId",1981,0.2,160000,310000
"HERRNS-IIIa-VIId",1982,0.183,272000,431000
"HERRNS-IIIa-VIId",1983,0.23,404000,645000
"HERRNS-IIIa-VIId",1984,0.305,454000,1020000
"HERRNS-IIIa-VIId",1985,0.391,604000,1080000
"HERRNS-IIIa-VIId",1986,0.381,765000,1120000
"HERRNS-IIIa-VIId",1987,0.375,785000,1290000
"HERRNS-IIIa-VIId",1988,0.365,1030000,1650000
"HERRNS-IIIa-VIId",1989,0.351,796000,1700000
"HERRNS-IIIa-VIId",1990,0.302,694000,1730000
"HERRNS-IIIa-VIId",1991,0.331,673000,1490000
"HERRNS-IIIa-VIId",1992,0.374,7e+05,1130000
"HERRNS-IIIa-VIId",1993,0.431,682000,801000
"HERRNS-IIIa-VIId",1994,0.444,601000,866000
"HERRNS-IIIa-VIId",1995,0.385,547000,913000
"HERRNS-IIIa-VIId",1996,0.231,3e+05,1050000
"HERRNS-IIIa-VIId",1997,0.204,285000,1200000
"HERRNS-IIIa-VIId",1998,0.225,385000,1460000
"HERRNS-IIIa-VIId",1999,0.212,362000,1530000
"HERRNS-IIIa-VIId",2000,0.213,373000,1520000
"HERRNS-IIIa-VIId",2001,0.188,385000,2070000
"HERRNS-IIIa-VIId",2002,0.177,407000,2390000
"HERRNS-IIIa-VIId",2003,0.201,495000,2450000
"HERRNS-IIIa-VIId",2004,0.243,583000,2420000
"HERRNS-IIIa-VIId",2005,0.258,632000,2300000
"HERRNS-IIIa-VIId",2006,0.23,505000,1790000
"HERRNS-IIIa-VIId",2007,0.197,364000,1440000
"HERRNS-IIIa-VIId",2008,0.131,252000,1500000
"HERRNS-IIIa-VIId",2009,0.0795,184000,1830000
"HERRNS-IIIa-VIId",2010,0.0842,194000,1860000
"HERRNS-IIIa-VIId",2011,0.109,236000,2230000
"HERRNS-IIIa-VIId",2012,0.168,402000,2350000
"HERRNS-IIIa-VIId",2013,0.214,511000,2e+06
"HERRNS-IIIa-VIId",2014,0.203,517000,1900000
"HERRNS-IIIa-VIId",2015,0.242,494000,2220000
"HERRNS-IIIa-VIId",2016,0.257,564000,2010000
"HERRNS-IIIa-VIId",2017,0.211,498000,2030000
"HERRNS-IIIa-VIId",2018,0.2083,603536,1530000
"HERRNS-IIIa-VIId",2019,0.1784,442000,1529000
"HERRNS-IIIa-VIId",2020,0.197,427000,1290000
"HERRNS-IIIa-VIId",2021,0.1852,365356,1380000
"HERRNS-IIIa-VIId",2022,0.2274,462247,1652003
"HERRNS-IIIa-VIId",2023,NA,NA,1480607
"HERRNWATLC",1964,NA,203000,NA
"HERRNWATLC",1965,0.139,126000,470000
"HERRNWATLC",1966,0.239,221000,638000
"HERRNWATLC",1967,0.416,306000,7e+05
"HERRNWATLC",1968,0.668,478000,511000
"HERRNWATLC",1969,0.638,397000,379000
"HERRNWATLC",1970,0.625,321000,363000
"HERRNWATLC",1971,0.794,346000,291000
"HERRNWATLC",1972,0.737,280000,262000
"HERRNWATLC",1973,0.677,274000,442000
"HERRNWATLC",1974,0.652,230000,305000
"HERRNWATLC",1975,0.764,233000,194000
"HERRNWATLC",1976,0.587,145000,142000
"HERRNWATLC",1977,0.634,104000,87400
"HERRNWATLC",1978,0.712,112000,53300
"HERRNWATLC",1979,0.461,119000,76100
"HERRNWATLC",1980,0.798,113000,67500
"HERRNWATLC",1981,0.485,105000,68200
"HERRNWATLC",1982,0.474,70400,70300
"HERRNWATLC",1983,0.366,44600,81700
"HERRNWATLC",1984,0.494,55400,1e+05
"HERRNWATLC",1985,0.285,61200,145000
"HERRNWATLC",1986,0.22,68100,184000
"HERRNWATLC",1987,0.269,77300,219000
"HERRNWATLC",1988,0.275,87000,242000
"HERRNWATLC",1989,0.291,1e+05,280000
"HERRNWATLC",1990,0.193,94200,288000
"HERRNWATLC",1991,0.207,105000,356000
"HERRNWATLC",1992,0.2,125000,486000
"HERRNWATLC",1993,0.159,108000,551000
"HERRNWATLC",1994,0.129,85900,491000
"HERRNWATLC",1995,0.194,124000,485000
"HERRNWATLC",1996,0.198,133000,459000
"HERRNWATLC",1997,0.186,145000,840000
"HERRNWATLC",1998,0.172,129000,646000
"HERRNWATLC",1999,0.183,129000,517000
"HERRNWATLC",2000,0.178,126000,549000
"HERRNWATLC",2001,0.217,141000,629000
"HERRNWATLC",2002,0.207,105000,433000
"HERRNWATLC",2003,0.236,111000,371000
"HERRNWATLC",2004,0.226,115000,371000
"HERRNWATLC",2005,0.22,107000,410000
"HERRNWATLC",2006,0.254,117000,376000
"HERRNWATLC",2007,0.232,112000,367000
"HERRNWATLC",2008,0.227,91100,385000
"HERRNWATLC",2009,0.316,108000,301000
"HERRNWATLC",2010,0.176,79400,313000
"HERRNWATLC",2011,0.138,84800,518000
"HERRNWATLC",2012,0.610000014,87675,240920
"HERRNWATLC",2013,0.660000026,101622,202410
"HERRNWATLC",2014,0.50999999,95233,317080
"HERRNWATLC",2015,0.479999989,81350,256880
"HERRNWATLC",2016,0.479999989,67574,170720
"HERRNWATLC",2017,0.469999999,50250,133700
"HERRNWATLC",2018,0.569999993,57101,90765
"HERRNWATLC",2019,0.25,17836,77883
"HERRNWATLC",2020,0.200000003,14117,51749
"HERRNWATLC",2021,0.152999997,7865,39091
"HERRNWATLC",2022,NA,NA,61645
"HERRRIGA",1976,NA,NA,NA
"HERRRIGA",1977,0.69,24200,54500
"HERRRIGA",1978,0.375,16700,49400
"HERRRIGA",1979,0.431,17100,46700
"HERRRIGA",1980,0.35,15000,46700
"HERRRIGA",1981,0.453,16800,47200
"HERRRIGA",1982,0.42,12800,42700
"HERRRIGA",1983,0.468,15500,50800
"HERRRIGA",1984,0.708,15800,39900
"HERRRIGA",1985,0.539,15600,51800
"HERRRIGA",1986,0.511,16900,63900
"HERRRIGA",1987,0.425,12900,51100
"HERRRIGA",1988,0.527,16800,95400
"HERRRIGA",1989,0.367,16800,62200
"HERRRIGA",1990,0.242,14900,75500
"HERRRIGA",1991,0.257,14800,84100
"HERRRIGA",1992,0.278,20000,102000
"HERRRIGA",1993,0.244,22200,115000
"HERRRIGA",1994,0.248,24300,119000
"HERRRIGA",1995,0.372,32700,111000
"HERRRIGA",1996,0.406,32600,1e+05
"HERRRIGA",1997,0.541,39800,99300
"HERRRIGA",1998,0.483,29400,78300
"HERRRIGA",1999,0.454,31400,81000
"HERRRIGA",2000,0.477,34100,81900
"HERRRIGA",2001,0.557,38800,77100
"HERRRIGA",2002,0.482,39700,99600
"HERRRIGA",2003,0.569,40800,84900
"HERRRIGA",2004,0.599,39100,89900
"HERRRIGA",2005,0.535,32200,70500
"HERRRIGA",2006,0.461,31200,67000
"HERRRIGA",2007,0.6,33700,84100
"HERRRIGA",2008,0.371,31100,78600
"HERRRIGA",2009,0.481,32600,85300
"HERRRIGA",2010,0.43,30200,76800
"HERRRIGA",2011,NA,29600,75700
"HERRRIGA",2012,0.369,28100,79100
"HERRRIGA",2013,0.295,26500,77100
"HERRRIGA",2014,0.342,26300,109000
"HERRRIGA",2015,0.424,32900,90300
"HERRRIGA",2016,0.4,30900,78200
"HERRRIGA",2017,0.321,NA,88600
"HERRRIGA",2018,0.2536,NA,90100
"HERRRIGA",2019,0.2844,NA,109238
"HERRRIGA",2020,0.2433,NA,136000
"HERRRIGA",2021,0.283462078,NA,177000
"HERRRIGA",2022,0.26664956,NA,145915.3027
"HERRRIGA",2023,NA,NA,139870
"HERRSIRS",1957,NA,NA,NA
"HERRSIRS",1958,0.358,23000,81200
"HERRSIRS",1959,0.308,15100,76600
"HERRSIRS",1960,0.45,18300,62900
"HERRSIRS",1961,0.282,15400,53900
"HERRSIRS",1962,0.596,21600,64000
"HERRSIRS",1963,0.401,17300,58600
"HERRSIRS",1964,0.245,10600,82300
"HERRSIRS",1965,0.228,19100,111000
"HERRSIRS",1966,0.274,27000,119000
"HERRSIRS",1967,0.346,27700,124000
"HERRSIRS",1968,0.324,30200,127000
"HERRSIRS",1969,0.507,44400,116000
"HERRSIRS",1970,0.448,31700,88800
"HERRSIRS",1971,0.674,31400,84600
"HERRSIRS",1972,0.71,38200,72100
"HERRSIRS",1973,0.716,26900,52200
"HERRSIRS",1974,0.792,19900,36200
"HERRSIRS",1975,0.731,15600,27200
"HERRSIRS",1976,0.627,9770,25300
"HERRSIRS",1977,0.542,7830,24300
"HERRSIRS",1978,0.505,7560,25100
"HERRSIRS",1979,0.642,10300,26900
"HERRSIRS",1980,0.68,13100,26200
"HERRSIRS",1981,0.971,17100,30500
"HERRSIRS",1982,0.684,13000,45900
"HERRSIRS",1983,0.679,25000,63200
"HERRSIRS",1984,0.851,26800,63400
"HERRSIRS",1985,0.489,20400,62900
"HERRSIRS",1986,0.637,25000,67500
"HERRSIRS",1987,0.728,26200,74700
"HERRSIRS",1988,0.405,20400,73000
"HERRSIRS",1989,0.525,23300,66800
"HERRSIRS",1990,0.445,18400,61500
"HERRSIRS",1991,0.675,25600,49500
"HERRSIRS",1992,0.974,21100,55700
"HERRSIRS",1993,0.567,18600,57100
"HERRSIRS",1994,0.423,19300,65900
"HERRSIRS",1995,0.534,23300,69200
"HERRSIRS",1996,0.391,18800,62000
"HERRSIRS",1997,0.599,20500,51400
"HERRSIRS",1998,0.62,18000,42100
"HERRSIRS",1999,0.844,18500,39900
"HERRSIRS",2000,0.84,17200,38600
"HERRSIRS",2001,0.733,15300,35200
"HERRSIRS",2002,0.291,7470,43600
"HERRSIRS",2003,0.382,11500,34700
"HERRSIRS",2004,0.513,12700,29100
"HERRSIRS",2005,0.393,9490,41900
"HERRSIRS",2006,0.201,6940,52500
"HERRSIRS",2007,0.156,7640,57700
"HERRSIRS",2008,0.0855,5870,78400
"HERRSIRS",2009,0.0652,5750,106000
"HERRSIRS",2010,0.0845,8370,114000
"HERRSIRS",2011,0.152,11500,85400
"HERRSIRS",2012,0.151,21800,84300
"HERRSIRS",2013,0.31,16200,156000
"HERRSIRS",2014,0.186,19600,127000
"HERRSIRS",2015,0.189,18400,89900
"HERRSIRS",2016,0.405,16300,84900
"HERRSIRS",2017,0.411,10800,37800
"HERRSIRS",2018,0.333354,4420,34200
"HERRSIRS",2019,0.491732,1840,22800
"HERRSIRS",2020,0.0226331,132,17500
"HERRSIRS",2021,NA,NA,19300
"HERRVIa",1956,NA,NA,NA
"HERRVIa",1957,0.299,NA,174000
"HERRVIa",1958,0.354,NA,188000
"HERRVIa",1959,0.329,NA,198000
"HERRVIa",1960,0.213,NA,229000
"HERRVIa",1961,0.14,NA,229000
"HERRVIa",1962,0.222,NA,218000
"HERRVIa",1963,0.196,NA,241000
"HERRVIa",1964,0.164,NA,286000
"HERRVIa",1965,0.167,NA,294000
"HERRVIa",1966,0.202,NA,408000
"HERRVIa",1967,0.196,NA,441000
"HERRVIa",1968,0.147,NA,421000
"HERRVIa",1969,0.248,NA,460000
"HERRVIa",1970,0.365,NA,433000
"HERRVIa",1971,0.798,NA,308000
"HERRVIa",1972,0.369,NA,437000
"HERRVIa",1973,0.609,NA,382000
"HERRVIa",1974,0.962,NA,202000
"HERRVIa",1975,0.915,NA,106000
"HERRVIa",1976,1.08,NA,71900
"HERRVIa",1977,1.02,NA,50300
"HERRVIa",1978,0.717,NA,46600
"HERRVIa",1979,8e-04,NA,70600
"HERRVIa",1980,4e-04,NA,120000
"HERRVIa",1981,0.368,NA,130000
"HERRVIa",1982,0.686,NA,107000
"HERRVIa",1983,0.729,NA,78700
"HERRVIa",1984,0.533,NA,116000
"HERRVIa",1985,0.329,NA,143000
"HERRVIa",1986,0.55,NA,127000
"HERRVIa",1987,0.364,NA,117000
"HERRVIa",1988,0.3,NA,141000
"HERRVIa",1989,0.259,NA,156000
"HERRVIa",1990,0.368,NA,145000
"HERRVIa",1991,0.277,NA,118000
"HERRVIa",1992,0.302,NA,91200
"HERRVIa",1993,0.26,NA,92900
"HERRVIa",1994,0.236,NA,85000
"HERRVIa",1995,0.272,NA,67800
"HERRVIa",1996,0.176,NA,106000
"HERRVIa",1997,0.529,NA,68800
"HERRVIa",1998,0.521,NA,97700
"HERRVIa",1999,0.321,NA,81500
"HERRVIa",2000,0.252,NA,69400
"HERRVIa",2001,0.202,NA,113000
"HERRVIa",2002,0.358,NA,132000
"HERRVIa",2003,0.225,NA,133000
"HERRVIa",2004,0.202,NA,117000
"HERRVIa",2005,0.122,NA,96900
"HERRVIa",2006,0.224,NA,92800
"HERRVIa",2007,0.281,NA,91300
"HERRVIa",2008,0.152,NA,90100
"HERRVIa",2009,0.238,NA,74800
"HERRVIa",2010,0.266,NA,61600
"HERRVIa",2011,0.187,NA,77000
"HERRVIa",2012,0.161,NA,102000
"HERRVIa",2013,0.268,NA,102000
"HERRVIaVIIbc",1956,NA,NA,NA
"HERRVIaVIIbc",1957,0.238,5070,27900
"HERRVIaVIIbc",1958,0.346,6830,27200
"HERRVIaVIIbc",1959,0.221,5230,35600
"HERRVIaVIIbc",1960,0.103,5400,47800
"HERRVIaVIIbc",1961,0.128,6180,48700
"HERRVIaVIIbc",1962,0.143,7400,52500
"HERRVIaVIIbc",1963,0.0898,5060,63300
"HERRVIaVIIbc",1964,0.095,6170,65300
"HERRVIaVIIbc",1965,0.132,8020,70900
"HERRVIaVIIbc",1966,0.206,12200,178000
"HERRVIaVIIbc",1967,0.242,18900,107000
"HERRVIaVIIbc",1968,0.177,20700,148000
"HERRVIaVIIbc",1969,0.175,19600,137000
"HERRVIaVIIbc",1970,0.197,20300,113000
"HERRVIaVIIbc",1971,0.172,15000,96900
"HERRVIaVIIbc",1972,0.207,23500,103000
"HERRVIaVIIbc",1973,0.288,36700,134000
"HERRVIaVIIbc",1974,0.453,36600,89300
"HERRVIaVIIbc",1975,0.441,38800,96900
"HERRVIaVIIbc",1976,0.504,32800,67300
"HERRVIaVIIbc",1977,0.321,20600,76200
"HERRVIaVIIbc",1978,0.265,19700,71600
"HERRVIaVIIbc",1979,0.275,22600,104000
"HERRVIaVIIbc",1980,0.397,30100,99100
"HERRVIaVIIbc",1981,0.318,24900,99900
"HERRVIaVIIbc",1982,0.23,19200,110000
"HERRVIaVIIbc",1983,0.368,33000,106000
"HERRVIaVIIbc",1984,0.209,27500,180000
"HERRVIaVIIbc",1985,0.175,23300,184000
"HERRVIaVIIbc",1986,0.185,28800,218000
"HERRVIaVIIbc",1987,0.351,48600,190000
"HERRVIaVIIbc",1988,0.276,29100,296000
"HERRVIaVIIbc",1989,0.185,29200,221000
"HERRVIaVIIbc",1990,0.264,44000,191000
"HERRVIaVIIbc",1991,0.248,37700,165000
"HERRVIaVIIbc",1992,0.278,31900,132000
"HERRVIaVIIbc",1993,0.358,36800,113000
"HERRVIaVIIbc",1994,0.365,33900,94100
"HERRVIaVIIbc",1995,0.47,27800,83300
"HERRVIaVIIbc",1996,0.585,32500,62100
"HERRVIaVIIbc",1997,0.538,27200,63700
"HERRVIaVIIbc",1998,1.04,38900,52000
"HERRVIaVIIbc",1999,0.71,26100,44400
"HERRVIaVIIbc",2000,0.533,19800,36900
"HERRVIaVIIbc",2001,0.641,14800,34200
"HERRVIaVIIbc",2002,0.711,17800,32800
"HERRVIaVIIbc",2003,0.648,16500,37600
"HERRVIaVIIbc",2004,0.597,13700,39600
"HERRVIaVIIbc",2005,0.59,16200,39400
"HERRVIaVIIbc",2006,0.846,19200,37600
"HERRVIaVIIbc",2007,0.646,17800,30200
"HERRVIaVIIbc",2008,0.646,13300,22600
"HERRVIaVIIbc",2009,0.563,10500,25000
"HERRVIaVIIbc",2010,0.547,10200,23500
"HERRVIaVIIbc",2011,0.355,6920,28000
"HERRVIaVIIbc",2012,0.144,6570,50900
"HERRVIaVIIbc",2013,0.086,3970,280000
"HERRVIaVIIbc",2014,0.0928,27100,230000
"HERRVIaVIIbc",2015,0.0709,19900,194000
"HERRVIaVIIbc",2016,0.049,7050,214000
"HERRVIaVIIbc",2017,0.0609,6420,132000
"HERRVIaVIIbc",2018,NA,5557,91500
"HERRVIaVIIbc",2019,NA,3430,NA
"JANCHOPJPN",1978,NA,43000,84400
"JANCHOPJPN",1979,NA,57400,130000
"JANCHOPJPN",1980,NA,66000,140000
"JANCHOPJPN",1981,NA,50600,79500
"JANCHOPJPN",1982,NA,47500,60500
"JANCHOPJPN",1983,NA,55200,77400
"JANCHOPJPN",1984,NA,90000,96100
"JANCHOPJPN",1985,NA,61400,84200
"JANCHOPJPN",1986,NA,66100,101000
"JANCHOPJPN",1987,NA,62700,126000
"JANCHOPJPN",1988,NA,68100,129000
"JANCHOPJPN",1989,NA,87800,276000
"JANCHOPJPN",1990,NA,216000,609000
"JANCHOPJPN",1991,NA,202000,616000
"JANCHOPJPN",1992,NA,186000,416000
"JANCHOPJPN",1993,NA,1e+05,259000
"JANCHOPJPN",1994,NA,110000,399000
"JANCHOPJPN",1995,NA,142000,537000
"JANCHOPJPN",1996,NA,208000,425000
"JANCHOPJPN",1997,NA,134000,347000
"JANCHOPJPN",1998,NA,319000,667000
"JANCHOPJPN",1999,NA,328000,687000
"JANCHOPJPN",2000,NA,213000,738000
"JANCHOPJPN",2001,NA,198000,623000
"JANCHOPJPN",2002,NA,334000,746000
"JANCHOPJPN",2003,NA,408000,896000
"JANCHOPJPN",2004,NA,402000,896000
"JANCHOPJPN",2005,NA,238000,577000
"JANCHOPJPN",2006,NA,303000,634000
"JANCHOPJPN",2007,NA,242000,564000
"JANCHOPJPN",2008,NA,209000,452000
"JANCHOPJPN",2009,NA,241000,608000
"JANCHOPJPN",2010,NA,248000,548000
"JANCHOPJPN",2011,NA,160000,365000
"JANCHOPJPN",2012,NA,155000,368000
"JANCHOPJPN",2013,NA,155000,401000
"JANCHOPJPN",2014,NA,143984,NA
"JANCHOPJPN",2015,NA,66509,NA
"JANCHOPJPN",2016,NA,77693,NA
"JANCHOPJPN",2017,NA,53915,NA
"JANCHOPJPN",2018,NA,31250,NA
"JANCHOSETO",1955,NA,75800,NA
"JANCHOSETO",1956,NA,79000,NA
"JANCHOSETO",1957,NA,81900,NA
"JANCHOSETO",1958,NA,66300,NA
"JANCHOSETO",1959,NA,72100,NA
"JANCHOSETO",1960,NA,89200,NA
"JANCHOSETO",1961,NA,73100,NA
"JANCHOSETO",1962,NA,83200,NA
"JANCHOSETO",1963,NA,54500,NA
"JANCHOSETO",1964,NA,57600,NA
"JANCHOSETO",1965,NA,63900,NA
"JANCHOSETO",1966,NA,81400,NA
"JANCHOSETO",1967,NA,76400,NA
"JANCHOSETO",1968,NA,84000,NA
"JANCHOSETO",1969,NA,104000,NA
"JANCHOSETO",1970,NA,85500,NA
"JANCHOSETO",1971,NA,77500,NA
"JANCHOSETO",1972,NA,105000,NA
"JANCHOSETO",1973,NA,1e+05,NA
"JANCHOSETO",1974,NA,90500,NA
"JANCHOSETO",1975,NA,94100,NA
"JANCHOSETO",1976,NA,117000,NA
"JANCHOSETO",1977,NA,119000,NA
"JANCHOSETO",1978,NA,71200,NA
"JANCHOSETO",1979,NA,60600,NA
"JANCHOSETO",1980,NA,52600,NA
"JANCHOSETO",1981,NA,83900,118000
"JANCHOSETO",1982,NA,102000,84100
"JANCHOSETO",1983,NA,126000,122000
"JANCHOSETO",1984,NA,108000,37400
"JANCHOSETO",1985,NA,150000,96700
"JANCHOSETO",1986,NA,146000,76800
"JANCHOSETO",1987,NA,74000,43700
"JANCHOSETO",1988,NA,104000,50700
"JANCHOSETO",1989,NA,85400,29400
"JANCHOSETO",1990,NA,66000,26400
"JANCHOSETO",1991,NA,78500,88100
"JANCHOSETO",1992,NA,55000,16700
"JANCHOSETO",1993,NA,52300,25500
"JANCHOSETO",1994,NA,45100,25500
"JANCHOSETO",1995,NA,47600,27000
"JANCHOSETO",1996,NA,45400,23200
"JANCHOSETO",1997,NA,42700,14900
"JANCHOSETO",1998,NA,37900,36200
"JANCHOSETO",1999,NA,59800,45600
"JANCHOSETO",2000,NA,71300,44200
"JANCHOSETO",2001,NA,62200,42500
"JANCHOSETO",2002,NA,78400,55300
"JANCHOSETO",2003,NA,71600,37600
"JANCHOSETO",2004,NA,59200,39400
"JANCHOSETO",2005,NA,56500,35300
"JANCHOSETO",2006,NA,60300,64900
"JANCHOSETO",2007,NA,62900,47400
"JANCHOSETO",2008,NA,67200,122000
"JANCHOSETO",2009,NA,71900,86200
"JANCHOSETO",2010,NA,73200,58800
"JANCHOSETO",2011,NA,57800,70600
"JANCHOSETO",2012,NA,73000,62600
"JANCHOSETO",2013,NA,71300,70000
"JANCHOSETO",2014,NA,70000,61000
"JANCHOSETO",2015,NA,67900,64000
"JANCHOSETO",2016,NA,74100,67000
"JANCHOSETO",2017,NA,68600,104000
"JANCHOSETO",2018,NA,57100,51000
"JANCHOTSST",1976,NA,55200,NA
"JANCHOTSST",1977,NA,72300,109000
"JANCHOTSST",1978,NA,50400,67900
"JANCHOTSST",1979,NA,30700,44800
"JANCHOTSST",1980,NA,44200,64100
"JANCHOTSST",1981,NA,42200,63800
"JANCHOTSST",1982,NA,73300,82400
