area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,120197.0000000000,109801125.4109
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,117909.0000000000,20193522.9369885
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,161.8425563529,186439.2262248666
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3330412.0000000000,570378436.859118
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,225770.7717342000,41145926.71958358
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,188355.0000000000,172064119.54349998
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,942.0000000000
"Peru",eez,2010,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,369676.0000000000
"Chile (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,282667.5799707320,64554960.358511604
"Chile (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,347.2025351783,52500.18466747471
"Chile (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1466243.6927743100,334857302.95905834
"Chile (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,1800.9972256920,272327.1789645698
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1473.6150000000,242424.46333140752
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,183.5004515355,30187.66671387339
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,183.5004515355,136121.2511619002
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,1473.6150000000,1093132.5555465315
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,29.7700000000,4897.463905685
"Ecuador (mainland)",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,3.7070798290,609.8518528055231
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,188788.0000000000,34189823.9072036
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,125151.0000000000,102200539.5065967
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,121143.2485588850,27666411.58221923
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,628390.1540461320,143510272.69673908
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1401.0000000000
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7000093.0000000000,1267728600.3562121
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,771.8559538680,116711.64812767277
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,148.8010865050,22500.079143203555
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,248948.0000000000,203295378.4555316
"Peru",eez,2011,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,696275.0000000000
"Chile (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1036771.7569147000,130416554.00051352
"Chile (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,607.5931890329,85705.20083018173
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,5993.9550000000,4671365.434843635
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,746.3913227100,70831.97648537783
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5993.9550000000,568821.8320557448
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,15.0786125800,1430.9490199066229
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,121.0900000000,11491.350142540301
"Ecuador (mainland)",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,746.3913227100,581697.164188706
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,80378.0000000000,8515065.8278882
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,444330.7529634450,55892808.8573632
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,260077.0000000000,226266545.8925148
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,260.3970810141,36730.80035579216
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3694012.0000000000,391335382.1818028
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,82868.0000000000,72095018.4946032
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1190.0000000000
"Peru",eez,2012,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,299164.0000000000
"Chile (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,62.3226857775,10778.030571500565
"Chile (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.0240783356,4.164086222112274
"Chile (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,368.1461344340,79716.04058009326
"Chile (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,952883.7973237520,206331443.82284036
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.9900000000,160.28471863800002
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.1232787714,107.05633921518024
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,0.0024904802,0.40321810397883995
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,0.0200000000,3.2380751240000003
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,0.9900000000,859.724465391
"Ecuador (mainland)",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,0.1232787714,19.95929614695258
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,408378.7702816080,88427761.63836014
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,35384.0000000000,6532040.0833272
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,104937.0000000000,103905305.9660532
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,413905.0000000000
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,26.7097224761,4619.155959214528
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,243753.0000000000,241356528.6328308
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,157.7769147574,34164.017391468544
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.0103192867,1.7846083809052604
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1669.0000000000
"Peru",eez,2013,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4765693.0000000000,879767626.6344069
"Chile (mainland)",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,692543.7716093750,114186698.99088193
"Chile (mainland)",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,252505.2983906250,38702600.430692755
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,58247.0000000000,54954520.979818605
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,46443.0000000000,6981275.4090639
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,186472.0000000000,175931454.60107362
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,949.0000000000
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,108216.5564531250,16586828.756011182
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2263882.0000000000,340304970.2995586
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,296804.4735468750,48937156.71037797
"Peru",eez,2014,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,117722.0000000000
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Direct human consumption,192371.4360000000,41281221.00973191
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Other,96.2820000000,13449.3472675494
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Fishmeal and fish oil,96.2820000000,13449.3472675494
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,178272.5426562500,24902363.20862591
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,64999.1573437500,13948248.427867861
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Fishmeal and fish oil,9.6282000000,1344.93472675494
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Direct human consumption,19237.1436000000,4128122.1009731917
"Chile (mainland)",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Other,9.6282000000,1344.93472675494
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,27856.7817187500,5977820.754800512
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,184236.0000000000,135005226.1312092
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3686798.0000000000,469429352.92777
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,229289.0000000000
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,76402.5182812500,10672441.37512539
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,911.0000000000
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,37699.0000000000,4800104.908385
"Peru",eez,2015,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,83122.0000000000,60910486.585023396
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Fishmeal and fish oil,89.9910000000,20583.8484003009
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Direct human consumption,179802.0180000000,21625969.82431624
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Direct human consumption,17980.2018000000,2162596.982431624
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Fishmeal and fish oil,8.9991000000,2058.384840030092
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,29448.8184375000,3542002.8427664405
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2602.6700413712,595314.7044436536
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Other,8.9991000000,2058.384840030092
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Other,89.9910000000,20583.8484003009
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,948.9479255319,114136.20064264635
"Chile (mainland)",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,80768.9815625000,18474474.91337132
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2777547.0000000000,551293355.853606
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,12620.9221875000,1518001.2183284746
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,77493.0000000000,66824629.9302582
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,163418.0000000000
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,406.6919680851,48915.51456113417
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1115.4300177305,255134.87333299502
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,170610.0000000000,147122322.176214
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,34615.2778125000,7917632.105730564
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,57101.0000000000,11333526.277898
"Peru",eez,2016,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,856.0000000000
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,200790.8448437500,37503950.4712936
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Other,5.1414081128,960.3182623488373
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Direct human consumption,234033.7308297140,25787086.015713535
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Fishmeal and fish oil,117.1339994143,21878.426359308647
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Direct human consumption,10272.5334094142,1131882.5781596361
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2602.6700413712,486129.775491813
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,948.9479255319,104560.14905787061
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Fishmeal and fish oil,5.1414081128,960.3182623488373
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,73209.4551562500,8066608.649038595
"Chile (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Other,117.1339994143,21878.426359308647
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.0310998720,23.79286718956479
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,0.0001250000,0.0193756714875
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0001250000,0.0193756714875
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,0.0000155655,0.002412736348817508
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,0.2497500000,191.070515697525
"Ecuador (mainland)",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,0.0000155655,0.002412736348817508
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,34651.0000000000,5537035.698958401
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,166815.0000000000,131564306.379924
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,406.6919680851,44811.49245337298
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,86053.2192187500,16073121.6305544
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3208529.0000000000,512704961.30395365
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,841.0000000000
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,31375.4807812500,3457117.992445112
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,88520.0000000000,69814299.677792
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,126949.0000000000
"Peru",eez,2017,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1115.4300177305,208341.33235363278
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2602.6700413712,543671.1458073781
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Direct human consumption,300126.5714992170,44524089.76385963
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Direct human consumption,13450.8705240280,1995450.6647720751
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Fishmeal and fish oil,6.7321674294,1406.280904591498
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Other,6.7321674294,1406.280904591498
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Other,150.2134992489,31378.063278946214
